,housing,balance,y
38760,yes,-79,no
38761,yes,3029,no
38762,yes,3181,no
38763,yes,142,no
38764,yes,-2,no
38765,yes,465,yes
38766,yes,13,no
38767,yes,788,no
38768,yes,254,no
38769,yes,62,yes
38770,yes,95,no
38771,yes,23,no
38772,yes,504,no
38773,yes,4522,no
38774,no,22,no
38775,yes,1589,no
38776,yes,244,no
38777,yes,0,no
38778,no,481,no
38779,yes,93,no
38780,yes,-703,no
38781,yes,490,no
38782,yes,141,no
38783,yes,4382,no
38784,yes,-28,no
38785,yes,36,no
38786,yes,0,no
38787,yes,333,no
38788,yes,523,no
38789,yes,2281,no
38790,yes,2486,no
38791,yes,1022,no
38792,yes,750,no
38793,no,-314,no
38794,yes,428,no
38795,yes,9,no
38796,yes,127,no
38797,yes,1559,no
38798,yes,512,no
38799,yes,1977,no
38800,yes,-283,no
38801,yes,2533,no
38802,yes,305,no
38803,yes,0,no
38804,yes,54,no
38805,yes,185,no
38806,yes,151,no
38807,yes,1128,no
38808,yes,1944,no
38809,yes,11,no
38810,yes,31,no
38811,yes,5089,no
38812,yes,39,no
38813,yes,1447,no
38814,yes,2040,yes
38815,yes,191,no
38816,yes,-230,no
38817,yes,39,no
38818,yes,143,no
38819,yes,507,no
38820,yes,2129,no
38821,yes,-1329,no
38822,yes,483,no
38823,yes,769,no
38824,yes,215,no
38825,yes,-95,no
38826,yes,0,no
38827,yes,1844,no
38828,yes,145,no
38829,yes,404,no
38830,yes,331,no
38831,yes,263,no
38832,yes,-229,no
38833,yes,349,no
38834,yes,-232,no
38835,yes,3267,no
38836,yes,464,no
38837,yes,-449,no
38838,yes,1636,no
38839,yes,477,no
38840,yes,433,no
38841,yes,81,no
38842,no,3347,no
38843,yes,7,no
38844,yes,344,yes
38845,yes,3868,no
38846,yes,33,no
38847,yes,347,no
38848,yes,545,no
38849,yes,10773,no
38850,yes,2667,no
38851,yes,714,no
38852,yes,384,no
38853,yes,-92,no
38854,yes,-75,no
38855,yes,230,yes
38856,yes,-33,no
38857,yes,-348,no
38858,yes,3519,no
38859,yes,1312,no
38860,yes,845,no
38861,yes,1450,no
38862,yes,6281,no
38863,yes,54,no
38864,yes,-52,no
38865,yes,1163,no
38866,yes,543,no
38867,yes,4903,no
38868,yes,2959,no
38869,yes,1277,yes
38870,yes,748,no
38871,yes,964,no
38872,yes,120,no
38873,yes,4996,no
38874,yes,2490,no
38875,yes,1219,no
38876,yes,-130,no
38877,yes,336,no
38878,yes,1654,no
38879,yes,-579,no
38880,yes,95,no
38881,yes,251,no
38882,yes,471,no
38883,yes,4575,no
38884,yes,788,no
38885,yes,62,no
38886,yes,396,no
38887,yes,2717,no
38888,yes,258,no
38889,yes,104,yes
38890,no,776,no
38891,yes,55,no
38892,yes,2502,no
38893,yes,1029,no
38894,yes,1749,no
38895,yes,5757,no
38896,yes,5768,no
38897,yes,1162,no
38898,yes,-480,no
38899,yes,2557,no
38900,yes,534,no
38901,yes,961,no
38902,yes,250,no
38903,yes,1434,no
38904,yes,4210,no
38905,no,285,no
38906,yes,248,no
38907,yes,218,no
38908,yes,588,no
38909,yes,1075,no
38910,yes,343,no
38911,no,30,no
38912,yes,706,yes
38913,yes,429,no
38914,yes,764,no
38915,yes,224,no
38916,yes,565,no
38917,yes,16563,no
38918,no,-320,no
38919,yes,-100,no
38920,yes,5,no
38921,yes,174,yes
38922,yes,360,yes
38923,yes,305,no
38924,yes,135,no
38925,yes,687,no
38926,yes,239,yes
38927,yes,2290,yes
38928,yes,-770,yes
38929,yes,1967,no
38930,yes,378,no
38931,yes,1211,no
38932,yes,120,no
38933,yes,148,no
38934,yes,414,yes
38935,yes,255,no
38936,yes,96,no
38937,yes,876,no
38938,yes,249,no
38939,yes,3950,no
38940,yes,-129,no
38941,yes,1042,no
38942,yes,401,no
38943,yes,1496,no
38944,yes,301,no
38945,yes,160,no
38946,yes,330,no
38947,yes,80,no
38948,yes,179,no
38949,yes,403,yes
38950,yes,211,no
38951,yes,1856,no
38952,yes,438,no
38953,yes,2979,no
38954,yes,495,no
38955,yes,513,yes
38956,yes,493,no
38957,yes,631,no
38958,yes,-36,no
38959,yes,290,no
38960,yes,7290,yes
38961,yes,247,no
38962,yes,402,no
38963,yes,123,no
38964,yes,162,no
38965,yes,-211,no
38966,yes,-294,no
38967,yes,363,no
38968,yes,279,yes
38969,yes,4430,no
38970,yes,827,no
38971,yes,229,no
38972,yes,2164,no
38973,yes,121,no
38974,yes,-489,no
38975,yes,5909,yes
38976,no,1092,no
38977,yes,1815,no
38978,yes,200,no
38979,yes,1659,no
38980,yes,8,no
38981,yes,7103,no
38982,yes,266,no
38983,yes,105,no
38984,yes,4211,no
38985,yes,-38,no
38986,yes,3410,no
38987,yes,0,no
38988,yes,85,no
38989,yes,1374,no
38990,yes,460,no
38991,yes,-376,no
38992,yes,22171,no
38993,yes,57,no
38994,yes,-195,yes
38995,no,-480,no
38996,yes,-76,no
38997,yes,373,no
38998,yes,882,no
38999,yes,48,no
39000,yes,47,no
39001,yes,2761,no
39002,yes,-146,no
39003,yes,1702,no
39004,no,47,no
39005,yes,1859,no
39006,yes,55,no
39007,yes,8047,no
39008,yes,278,no
39009,yes,3917,yes
39010,yes,243,yes
39011,yes,872,no
39012,yes,330,no
39013,no,933,no
39014,yes,201,no
39015,yes,1922,no
39016,yes,-287,no
39017,yes,352,yes
39018,yes,-667,no
39019,yes,97,no
39020,yes,1165,no
39021,yes,168,no
39022,yes,1430,no
39023,yes,356,no
39024,yes,438,no
39025,yes,-242,yes
39026,yes,-203,no
39027,yes,1256,no
39028,yes,656,no
39029,yes,90,no
39030,yes,2353,no
39031,yes,49,no
39032,yes,1170,no
39033,yes,-194,no
39034,yes,2294,no
39035,yes,43,no
39036,yes,-383,no
39037,yes,268,no
39038,yes,2802,no
39039,yes,615,yes
39040,yes,3,no
39041,yes,1480,no
39042,yes,518,no
39043,yes,117,no
39044,yes,1129,no
39045,yes,-138,no
39046,yes,391,no
39047,yes,91,no
39048,yes,-38,no
39049,yes,15,no
39050,no,0,yes
39051,yes,92,no
39052,yes,53,no
39053,yes,-4,no
39054,yes,217,yes
39055,yes,797,no
39056,yes,-142,no
39057,yes,144,no
39058,yes,3950,no
39059,yes,327,no
39060,yes,839,yes
39061,yes,138,no
39062,yes,922,no
39063,yes,35,no
39064,yes,1670,no
39065,yes,10,no
39066,yes,219,no
39067,yes,697,no
39068,yes,1354,no
39069,yes,463,no
39070,yes,2369,no
39071,yes,-90,no
39072,yes,37,no
39073,yes,428,no
39074,yes,163,no
39075,yes,180,no
39076,yes,2269,no
39077,yes,261,no
39078,yes,726,no
39079,yes,1015,yes
39080,yes,3540,no
39081,yes,135,no
39082,yes,-162,no
39083,yes,1080,no
39084,yes,963,no
39085,yes,-135,no
39086,yes,409,yes
39087,yes,817,no
39088,yes,275,no
39089,yes,315,no
39090,yes,409,no
39091,yes,468,no
39092,yes,381,no
39093,yes,1119,yes
39094,yes,3505,no
39095,yes,40,no
39096,yes,12198,yes
39097,yes,-234,no
39098,yes,6013,yes
39099,yes,476,yes
39100,yes,1501,no
39101,yes,791,no
39102,yes,-218,no
39103,yes,1043,no
39104,yes,235,yes
39105,yes,694,no
39106,yes,170,yes
39107,yes,-357,yes
39108,yes,-287,no
39109,yes,382,no
39110,yes,21,no
39111,yes,273,no
39112,yes,1074,no
39113,yes,0,no
39114,yes,165,no
39115,yes,2764,no
39116,yes,-5,no
39117,yes,536,no
39118,yes,471,no
39119,yes,385,no
39120,yes,595,no
39121,yes,-386,no
39122,yes,2145,yes
39123,yes,154,no
39124,yes,919,no
39125,yes,2293,no
39126,yes,3302,no
39127,yes,1068,no
39128,yes,319,no
39129,yes,4254,no
39130,yes,1077,no
39131,yes,777,no
39132,yes,392,no
39133,yes,-371,no
39134,yes,161,no
39135,yes,-301,no
39136,yes,-454,yes
39137,yes,-93,no
39138,yes,116,no
39139,yes,-73,no
39140,yes,577,no
39141,yes,429,no
39142,yes,598,no
39143,yes,574,no
39144,yes,306,no
39145,yes,1158,no
39146,yes,1387,no
39147,yes,2058,no
39148,yes,-35,no
39149,yes,1157,no
39150,yes,-39,no
39151,yes,1609,no
39152,yes,145,no
39153,yes,33,no
39154,yes,-887,yes
39155,yes,184,no
39156,yes,220,no
39157,yes,59,no
39158,yes,267,no
39159,yes,264,no
39160,yes,528,no
39161,yes,266,no
39162,yes,258,no
39163,yes,966,no
39164,yes,164,no
39165,yes,2225,no
39166,yes,240,no
39167,yes,1560,no
39168,yes,1072,no
39169,yes,2678,no
39170,no,10133,no
39171,yes,234,no
39172,yes,306,yes
39173,yes,1336,no
39174,yes,3068,no
39175,yes,-1730,no
39176,no,451,no
39177,yes,17,no
39178,no,3,no
39179,yes,2368,no
39180,yes,2528,no
39181,yes,2017,no
39182,yes,23,no
39183,yes,139,no
39184,yes,106,no
39185,yes,-295,no
39186,yes,2752,no
39187,yes,2637,no
39188,yes,778,no
39189,yes,865,no
39190,yes,179,no
39191,yes,-63,no
39192,yes,-292,no
39193,yes,668,no
39194,yes,1034,no
39195,yes,2692,no
39196,yes,292,yes
39197,yes,-371,no
39198,yes,1299,no
39199,yes,320,no
39200,yes,1041,no
39201,yes,224,no
39202,yes,259,no
39203,yes,1687,no
39204,yes,95,no
39205,yes,191,no
39206,yes,4723,no
39207,yes,219,no
39208,no,48,no
39209,yes,-578,yes
39210,yes,148,no
39211,yes,3063,no
39212,yes,139,yes
39213,yes,103,no
39214,yes,2684,yes
39215,yes,127,no
39216,yes,-241,no
39217,yes,18,no
39218,yes,1279,no
39219,yes,101,no
39220,yes,318,no
39221,no,16,no
39222,yes,355,no
39223,yes,2530,no
39224,yes,1657,no
39225,yes,-32,no
39226,yes,1814,no
39227,yes,-83,no
39228,yes,519,no
39229,yes,110,no
39230,yes,181,no
39231,yes,55,no
39232,yes,219,no
39233,yes,97,no
39234,yes,1958,no
39235,yes,393,no
39236,yes,47,no
39237,yes,9336,no
39238,yes,294,no
39239,yes,-350,no
39240,yes,512,no
39241,yes,815,no
39242,yes,487,no
39243,yes,1304,yes
39244,yes,5643,no
39245,yes,-16,no
39246,yes,2394,no
39247,yes,8950,no
39248,no,14,no
39249,yes,177,no
39250,yes,1808,no
39251,yes,-1,yes
39252,yes,174,no
39253,yes,246,no
39254,yes,559,no
39255,yes,90,no
39256,yes,5306,no
39257,yes,1267,no
39258,yes,129,no
39259,yes,876,no
39260,yes,-75,no
39261,yes,49,no
39262,yes,57,no
39263,yes,596,no
39264,yes,76,no
39265,yes,1310,no
39266,yes,84,no
39267,yes,1387,yes
39268,yes,463,no
39269,yes,172,no
39270,yes,118,no
39271,yes,-156,no
39272,yes,136,no
39273,yes,78,no
39274,yes,341,no
39275,yes,-73,no
39276,yes,25,no
39277,yes,-132,no
39278,no,583,no
39279,yes,38,no
39280,no,18,no
39281,yes,6,no
39282,yes,286,no
39283,yes,636,no
39284,yes,-398,no
39285,yes,97,no
39286,yes,258,no
39287,yes,176,no
39288,yes,817,no
39289,yes,843,no
39290,yes,5,no
39291,yes,0,no
39292,yes,-119,no
39293,yes,-98,no
39294,yes,-422,no
39295,yes,580,no
39296,yes,-258,no
39297,yes,664,no
39298,yes,576,no
39299,yes,500,no
39300,yes,342,no
39301,yes,503,no
39302,no,426,no
39303,yes,155,no
39304,yes,69,no
39305,yes,902,no
39306,yes,880,no
39307,yes,1842,no
39308,yes,183,no
39309,yes,-706,no
39310,yes,-522,yes
39311,yes,592,no
39312,no,1472,no
39313,yes,668,no
39314,yes,-121,no
39315,yes,-173,no
39316,yes,1150,no
39317,yes,5482,no
39318,yes,10269,no
39319,yes,-472,no
39320,yes,198,no
39321,yes,483,no
39322,yes,711,no
39323,yes,236,no
39324,yes,135,no
39325,yes,176,no
39326,yes,1421,no
39327,yes,2955,no
39328,yes,23,no
39329,yes,426,no
39330,yes,508,no
39331,yes,116,no
39332,yes,-301,no
39333,yes,518,no
39334,yes,-363,no
39335,yes,-314,no
39336,yes,2,no
39337,yes,1837,no
39338,yes,-196,no
39339,yes,225,no
39340,yes,-242,yes
39341,yes,79,no
39342,yes,-199,no
39343,yes,1393,no
39344,yes,292,no
39345,yes,1548,no
39346,yes,121,no
39347,yes,-1414,no
39348,yes,1124,no
39349,yes,-118,no
39350,yes,722,no
39351,yes,719,yes
39352,yes,519,no
39353,yes,707,no
39354,yes,1165,no
39355,yes,976,no
39356,yes,236,no
39357,yes,568,no
39358,yes,0,yes
39359,yes,710,no
39360,yes,497,yes
39361,yes,76,yes
39362,yes,1113,no
39363,no,6651,no
39364,yes,366,yes
39365,yes,397,yes
39366,no,2252,no
39367,no,3723,yes
39368,no,4256,no
39369,no,1625,yes
39370,no,1925,no
39371,no,106,yes
39372,no,603,no
39373,no,12607,no
39374,no,6971,no
39375,no,3197,no
39376,yes,81,no
39377,no,377,no
39378,yes,18,no
39379,no,8094,no
39380,no,877,no
39381,yes,1188,no
39382,no,54,no
39383,yes,1504,yes
39384,no,2266,no
39385,yes,3274,no
39386,no,490,no
39387,no,265,yes
39388,yes,1314,no
39389,no,377,no
39390,yes,1543,yes
39391,no,2239,yes
39392,no,3519,no
39393,yes,0,no
39394,yes,507,no
39395,yes,1977,yes
39396,no,10,no
39397,no,0,no
39398,no,658,no
39399,no,5916,no
39400,yes,0,yes
39401,no,720,no
39402,no,0,no
39403,yes,1194,no
39404,no,576,no
39405,no,86,no
39406,no,2145,yes
39407,no,116,yes
39408,no,622,no
39409,no,511,no
39410,yes,311,no
39411,yes,332,no
39412,no,620,yes
39413,no,0,no
39414,yes,2981,no
39415,no,307,yes
39416,no,7702,yes
39417,yes,3733,yes
39418,yes,1381,no
39419,no,3993,yes
39420,no,533,no
39421,no,428,yes
39422,no,23,no
39423,yes,953,no
39424,yes,5310,yes
39425,no,1532,no
39426,no,2509,yes
39427,yes,573,no
39428,no,999,no
39429,no,255,yes
39430,no,2026,no
39431,yes,1,no
39432,no,4841,no
39433,yes,616,yes
39434,no,2208,no
39435,no,7578,no
39436,no,1596,no
39437,yes,554,no
39438,yes,1810,no
39439,yes,733,yes
39440,no,385,no
39441,no,258,no
39442,yes,265,no
39443,no,2979,no
39444,no,110,no
39445,yes,994,no
39446,no,732,no
39447,yes,0,no
39448,no,8023,no
39449,no,118,no
39450,no,31,no
39451,no,2583,no
39452,no,2503,yes
39453,yes,1843,no
39454,no,594,no
39455,no,439,yes
39456,no,590,yes
39457,yes,204,yes
39458,no,567,yes
39459,no,689,yes
39460,no,482,yes
39461,no,612,no
39462,yes,514,no
39463,yes,1299,no
39464,yes,5169,yes
39465,no,5741,no
39466,no,162,no
39467,no,562,no
39468,yes,2988,no
39469,no,11219,no
39470,yes,2486,no
39471,no,1379,yes
39472,no,777,no
39473,no,570,no
39474,no,386,yes
39475,yes,0,yes
39476,yes,501,no
39477,no,972,no
39478,no,957,yes
39479,no,27,no
39480,no,281,no
39481,yes,0,no
39482,yes,156,no
39483,no,641,no
39484,no,312,yes
39485,no,0,no
39486,yes,75,no
39487,no,167,yes
39488,yes,724,no
39489,yes,117,no
39490,yes,93,no
39491,no,411,no
39492,no,13094,yes
39493,no,5086,yes
39494,no,393,no
39495,no,1165,no
39496,no,5749,no
39497,yes,803,no
39498,no,8626,no
39499,no,0,no
39500,yes,707,yes
39501,yes,900,no
39502,yes,246,no
39503,no,747,no
39504,yes,755,no
39505,yes,1054,no
39506,yes,2211,no
39507,yes,466,yes
39508,yes,152,yes
39509,no,369,no
39510,no,1612,yes
39511,yes,466,no
39512,yes,911,yes
39513,no,496,no
39514,yes,863,no
39515,yes,4464,no
39516,no,238,yes
39517,no,1561,yes
39518,no,1179,yes
39519,yes,27,yes
39520,no,6,yes
39521,yes,654,yes
39522,no,333,no
39523,no,7620,no
39524,no,253,yes
39525,yes,705,yes
39526,no,11862,no
39527,yes,109,yes
39528,yes,-310,no
39529,no,5689,no
39530,no,205,no
39531,no,2915,no
39532,no,937,no
39533,no,1179,no
39534,yes,363,no
39535,no,23878,yes
39536,yes,142,no
39537,no,1066,no
39538,no,699,no
39539,no,42,no
39540,yes,1570,no
39541,no,2340,no
39542,no,320,no
39543,no,5091,no
39544,yes,339,no
39545,no,411,no
39546,yes,995,no
39547,no,3399,yes
39548,no,2365,no
39549,no,79,yes
39550,no,8015,no
39551,no,715,no
39552,no,243,yes
39553,no,753,no
39554,no,138,yes
39555,no,1289,no
39556,no,923,no
39557,no,707,no
39558,no,405,no
39559,yes,816,no
39560,no,4792,no
39561,yes,1602,no
39562,no,11303,no
39563,no,938,no
39564,no,8,no
39565,no,1317,yes
39566,no,1443,no
39567,no,47,no
39568,no,1040,no
39569,no,1778,no
39570,no,1157,no
39571,no,808,no
39572,no,68,no
39573,no,207,no
39574,no,560,no
39575,yes,8029,no
39576,no,241,no
39577,no,2714,yes
39578,yes,4,no
39579,yes,1693,no
39580,no,385,no
39581,no,6507,no
39582,no,23076,yes
39583,yes,17964,yes
39584,yes,3769,no
39585,no,220,no
39586,no,223,no
39587,yes,2170,no
39588,no,267,no
39589,no,928,no
39590,yes,228,no
39591,no,4311,no
39592,no,146,no
39593,no,81,no
39594,no,15485,no
39595,no,180,no
39596,yes,195,no
39597,no,846,yes
39598,no,36,no
39599,no,805,no
39600,no,1831,no
39601,no,336,no
39602,no,530,no
39603,no,2635,no
39604,no,360,yes
39605,no,326,yes
39606,no,350,no
39607,yes,21088,no
39608,no,583,no
39609,no,100,yes
39610,yes,2196,no
39611,no,0,no
39612,yes,0,no
39613,no,0,no
39614,no,0,no
39615,yes,1088,no
39616,no,3576,yes
39617,no,166,no
39618,no,4089,no
39619,no,2501,no
39620,yes,0,no
39621,no,643,no
39622,no,0,no
39623,yes,1135,no
39624,yes,410,no
39625,no,635,no
39626,no,712,no
39627,no,144,no
39628,yes,217,no
39629,no,304,yes
39630,no,39,yes
39631,no,164,no
39632,yes,655,no
39633,no,23,no
39634,yes,2178,no
39635,yes,0,no
39636,yes,147,no
39637,yes,2907,no
39638,no,3,yes
39639,no,402,no
39640,no,6551,no
39641,no,1077,no
39642,no,255,no
39643,no,3461,no
39644,no,795,no
39645,no,1847,no
39646,no,1574,no
39647,no,312,yes
39648,no,17023,no
39649,no,15459,no
39650,no,906,yes
39651,no,524,yes
39652,yes,2555,no
39653,yes,8,no
39654,no,1234,no
39655,no,1081,yes
39656,no,843,no
39657,no,2033,no
39658,yes,2279,no
39659,yes,983,yes
39660,no,2305,no
39661,no,854,no
39662,no,2232,yes
39663,no,1967,yes
39664,no,80,no
39665,yes,1406,yes
39666,no,1923,no
39667,yes,155,no
39668,no,7,no
39669,yes,5038,no
39670,no,1559,no
39671,no,274,no
39672,no,157,yes
39673,no,77,no
39674,no,-235,no
39675,yes,0,yes
39676,yes,2337,no
39677,no,2509,yes
39678,no,1188,no
39679,yes,1027,no
39680,no,505,no
39681,no,430,no
39682,yes,7,no
39683,no,383,no
39684,no,2063,no
39685,no,808,no
39686,yes,10287,yes
39687,no,0,no
39688,no,92,no
39689,no,5359,yes
39690,no,384,yes
39691,no,0,no
39692,yes,3471,no
39693,no,2239,no
39694,no,1368,yes
39695,no,0,no
39696,no,1649,no
39697,no,3076,yes
39698,yes,1336,no
39699,no,425,no
39700,no,2199,no
39701,no,192,no
39702,no,7818,yes
39703,no,217,no
39704,no,4118,yes
39705,no,2442,no
39706,no,222,no
39707,no,1358,no
39708,no,0,no
39709,no,261,no
39710,no,2265,no
39711,yes,13107,no
39712,no,196,no
39713,yes,55,no
39714,yes,760,yes
39715,no,1872,no
39716,yes,4339,no
39717,no,277,yes
39718,no,254,no
39719,yes,1109,no
39720,yes,312,no
39721,no,39098,no
39722,no,48,no
39723,yes,196,no
39724,no,132,yes
39725,no,437,no
39726,no,559,no
39727,no,1671,no
39728,no,565,no
39729,no,253,yes
39730,no,8000,no
39731,no,3748,no
39732,no,2506,no
39733,yes,687,no
39734,no,3382,no
39735,yes,953,no
39736,no,777,no
39737,no,2033,no
39738,no,0,no
39739,no,501,no
39740,no,434,no
39741,yes,7103,yes
39742,no,278,no
39743,no,517,no
39744,no,994,no
39745,no,1269,no
39746,no,1411,no
39747,no,604,no
39748,yes,311,no
39749,no,2288,no
39750,no,0,no
39751,yes,23,no
39752,no,602,yes
39753,no,2464,no
39754,no,473,yes
39755,yes,511,no
39756,no,14,no
39757,yes,0,no
39758,yes,1167,yes
39759,no,3280,no
39760,yes,1274,no
39761,no,343,yes
39762,yes,1808,yes
39763,no,1199,yes
39764,no,3355,no
39765,no,0,no
39766,no,70,yes
39767,yes,2611,no
39768,no,213,no
39769,no,6968,no
39770,no,1740,no
39771,no,4629,no
39772,no,839,no
39773,no,1723,yes
39774,no,1323,yes
39775,no,2552,yes
39776,yes,155,no
39777,no,205,no
39778,yes,1312,no
39779,no,5862,yes
39780,no,2613,yes
39781,yes,1116,no
39782,no,3652,no
39783,no,2094,no
39784,no,528,no
39785,no,2764,no
39786,no,0,yes
39787,no,938,yes
39788,no,284,yes
39789,no,707,no
39790,no,1059,yes
39791,no,1684,yes
39792,no,534,yes
39793,no,293,yes
39794,yes,0,no
39795,yes,0,no
39796,no,1352,no
39797,no,1998,no
39798,yes,261,no
39799,no,262,yes
39800,no,1292,no
39801,yes,671,no
39802,no,1407,no
39803,no,1819,no
39804,yes,0,no
39805,no,1629,no
39806,no,98,no
39807,yes,332,no
39808,no,85,no
39809,no,493,no
39810,no,147,no
39811,no,0,yes
39812,no,2851,no
39813,no,2367,yes
39814,no,0,no
39815,no,2087,no
39816,no,31,yes
39817,no,3842,yes
39818,no,3343,yes
39819,yes,25,yes
39820,no,804,yes
39821,no,1011,yes
39822,no,139,no
39823,yes,-528,yes
39824,no,1727,no
39825,no,698,no
39826,no,1840,yes
39827,no,3824,no
39828,no,883,no
39829,no,16873,no
39830,no,283,no
39831,no,0,no
39832,yes,7541,no
39833,yes,690,no
39834,no,0,no
39835,no,1451,yes
39836,no,202,no
39837,yes,10758,no
39838,no,387,no
39839,no,119,no
39840,no,2351,yes
39841,no,3289,no
39842,yes,0,no
39843,no,172,no
39844,yes,1025,no
39845,no,92,no
39846,no,1664,yes
39847,no,1623,yes
39848,no,2466,no
39849,no,597,yes
39850,yes,6981,no
39851,yes,0,yes
39852,no,611,yes
39853,no,688,no
39854,yes,2240,yes
39855,yes,238,no
39856,no,313,yes
39857,no,1555,no
39858,no,851,no
39859,no,1954,yes
39860,no,1788,no
39861,no,3178,no
39862,no,90,no
39863,yes,307,yes
39864,yes,0,no
39865,no,915,yes
39866,no,7968,yes
39867,no,1147,yes
39868,no,61,no
39869,yes,280,no
39870,no,2427,no
39871,yes,2789,no
39872,no,2160,yes
39873,no,2026,no
39874,yes,1005,yes
39875,no,1988,yes
39876,no,1931,no
39877,no,846,no
39878,yes,1807,no
39879,no,1117,yes
39880,no,560,no
39881,no,3370,yes
39882,yes,782,no
39883,no,935,no
39884,no,109,yes
39885,no,283,no
39886,yes,3376,yes
39887,no,4578,no
39888,yes,1587,yes
39889,yes,1376,yes
39890,yes,273,no
39891,yes,79,no
39892,no,3764,no
39893,no,1628,no
39894,yes,871,no
39895,yes,523,yes
39896,no,15161,yes
39897,no,1633,no
39898,no,4920,no
39899,no,653,yes
39900,yes,269,no
39901,no,79,no
39902,no,55,no
39903,no,5993,no
39904,no,1906,no
39905,yes,5115,yes
39906,no,3094,no
39907,no,1350,no
39908,no,64,yes
39909,no,659,no
39910,no,1165,yes
39911,yes,1602,no
39912,no,5215,no
39913,yes,7019,yes
39914,no,228,no
39915,no,96,no
39916,yes,625,no
39917,yes,4447,no
39918,yes,530,no
39919,no,399,no
39920,yes,1568,yes
39921,no,3109,yes
39922,no,1021,no
39923,no,4298,no
39924,yes,10768,no
39925,no,4987,yes
39926,no,2444,no
39927,yes,878,no
39928,yes,0,no
39929,no,444,no
39930,no,189,no
39931,no,189,yes
39932,no,12322,no
39933,no,0,no
39934,yes,55,no
39935,no,5367,no
39936,yes,533,no
39937,no,2467,yes
39938,no,3797,no
39939,no,5887,yes
39940,no,626,no
39941,no,2893,no
39942,no,1354,yes
39943,no,942,no
39944,yes,0,no
39945,no,21,no
39946,yes,2823,no
39947,no,2587,yes
39948,no,446,no
39949,no,121,no
39950,no,0,no
39951,yes,23,yes
39952,no,0,yes
39953,no,978,yes
39954,no,294,yes
39955,no,409,yes
39956,no,155,no
39957,yes,595,yes
39958,no,990,yes
39959,yes,261,yes
39960,no,200,no
39961,no,27624,yes
39962,no,2694,no
39963,no,15,no
39964,yes,1870,no
39965,no,2632,no
39966,no,3846,yes
39967,no,0,no
39968,no,2913,yes
39969,yes,140,no
39970,no,2240,yes
39971,no,4545,no
39972,no,127,yes
39973,no,2104,yes
39974,no,332,no
39975,no,5,yes
39976,no,150,yes
39977,yes,7222,no
39978,no,882,yes
39979,no,366,yes
39980,yes,865,no
39981,no,216,no
39982,no,1189,yes
39983,no,3402,no
39984,yes,204,yes
39985,no,794,no
39986,yes,637,yes
39987,no,34,no
39988,no,2383,yes
39989,no,102127,no
39990,yes,1231,yes
39991,yes,1268,no
39992,yes,406,no
39993,no,3154,no
39994,yes,3109,no
39995,no,395,no
39996,no,3340,yes
39997,no,200,yes
39998,no,1047,no
39999,yes,1442,no
40000,no,718,no
40001,no,268,no
40002,yes,4367,no
40003,no,3554,no
40004,no,785,no
40005,no,48,yes
40006,no,3623,no
40007,no,5142,no
40008,yes,2261,no
40009,yes,6384,no
40010,no,7752,no
40011,no,4168,no
40012,no,576,yes
40013,no,15445,no
40014,no,423,no
40015,no,184,no
40016,yes,1731,no
40017,yes,16,no
40018,no,2786,yes
40019,no,5313,yes
40020,no,82,no
40021,no,853,no
40022,no,222,no
40023,no,201,yes
40024,no,1,no
40025,yes,694,yes
40026,yes,398,no
40027,no,15787,no
40028,no,1947,no
40029,no,2600,no
40030,yes,1076,no
40031,no,389,yes
40032,no,0,no
40033,no,3917,yes
40034,yes,3158,yes
40035,no,362,yes
40036,no,1293,yes
40037,yes,1439,no
40038,no,717,no
40039,yes,889,yes
40040,no,2204,no
40041,yes,781,no
40042,yes,7255,no
40043,yes,1739,no
40044,no,8963,no
40045,no,4132,no
40046,yes,946,no
40047,yes,481,yes
40048,no,15,no
40049,no,810,yes
40050,no,596,no
40051,yes,114,no
40052,no,2389,no
40053,yes,52,yes
40054,yes,108,yes
40055,yes,2665,yes
40056,no,684,yes
40057,yes,352,no
40058,no,1045,no
40059,no,506,no
40060,no,2071,yes
40061,no,339,yes
40062,no,154,no
40063,no,572,yes
40064,yes,1027,no
40065,no,1779,yes
40066,yes,613,no
40067,no,132,yes
40068,no,22086,yes
40069,no,-10,no
40070,yes,0,yes
40071,no,205,yes
40072,yes,317,yes
40073,no,17,no
40074,no,4945,yes
40075,no,523,no
40076,no,2987,yes
40077,yes,419,yes
40078,yes,4,no
40079,no,1130,yes
40080,no,1662,yes
40081,no,1871,yes
40082,yes,1190,yes
40083,no,3426,yes
40084,no,447,yes
40085,no,563,yes
40086,no,6,yes
40087,no,594,yes
40088,no,1319,no
40089,no,549,no
40090,no,64,no
40091,yes,932,no
40092,yes,1988,no
40093,no,617,yes
40094,no,1957,no
40095,no,572,no
40096,no,5265,no
40097,no,2918,yes
40098,no,78,no
40099,no,7369,no
40100,no,252,no
40101,no,538,yes
40102,no,3384,yes
40103,no,303,yes
40104,yes,779,no
40105,no,170,no
40106,no,261,no
40107,yes,827,no
40108,yes,985,yes
40109,no,5003,no
40110,no,431,no
40111,no,538,no
40112,no,126,yes
40113,no,631,no
40114,no,623,no
40115,no,587,no
40116,yes,488,no
40117,no,55,no
40118,no,1693,no
40119,no,974,yes
40120,no,0,no
40121,no,336,no
40122,no,897,yes
40123,no,230,no
40124,no,171,yes
40125,no,377,no
40126,no,295,no
40127,no,1633,yes
