,age,marital
40748,65,married
40749,54,married
40750,42,single
40751,33,married
40752,32,single
40753,59,married
40754,38,married
40755,48,married
40756,22,single
40757,59,divorced
40758,28,single
40759,80,married
40760,46,married
40761,32,single
40762,33,married
40763,61,divorced
40764,40,married
40765,52,married
40766,71,married
40767,40,married
40768,26,single
40769,30,married
40770,62,married
40771,50,married
40772,32,divorced
40773,23,single
40774,70,married
40775,55,divorced
40776,33,married
40777,31,married
40778,26,single
40779,30,single
40780,44,divorced
40781,23,single
40782,63,married
40783,45,married
40784,37,married
40785,68,married
40786,83,married
40787,31,single
40788,34,married
40789,71,married
40790,57,married
40791,55,married
40792,73,married
40793,42,married
40794,64,married
40795,34,single
40796,24,single
40797,33,married
40798,42,married
40799,42,married
40800,42,single
40801,29,single
40802,20,single
40803,22,single
40804,28,single
40805,55,divorced
40806,40,married
40807,70,divorced
40808,57,married
40809,60,married
40810,53,divorced
40811,31,married
40812,48,divorced
40813,30,single
40814,60,married
40815,61,married
40816,78,divorced
40817,32,single
40818,31,single
40819,37,married
40820,39,single
40821,20,single
40822,21,single
40823,34,single
40824,42,married
40825,26,single
40826,29,single
40827,33,divorced
40828,46,married
40829,40,single
40830,29,married
40831,45,married
40832,55,single
40833,39,married
40834,55,married
40835,58,married
40836,24,single
40837,72,married
40838,81,married
40839,42,married
40840,42,married
40841,32,single
40842,23,single
40843,81,divorced
40844,57,married
40845,70,married
40846,36,married
40847,33,single
40848,40,divorced
40849,64,married
40850,27,single
40851,71,divorced
40852,66,married
40853,60,married
40854,32,single
40855,32,single
40856,37,married
40857,44,divorced
40858,26,single
40859,25,single
40860,26,single
40861,31,single
40862,32,married
40863,21,single
40864,74,married
40865,35,single
40866,24,single
40867,28,single
40868,50,divorced
40869,36,single
40870,59,married
40871,38,single
40872,75,married
40873,20,single
40874,36,married
40875,35,married
40876,57,single
40877,40,married
40878,41,married
40879,59,married
40880,30,single
40881,28,single
40882,53,married
40883,37,married
40884,36,married
40885,47,married
40886,61,single
40887,18,single
40888,32,married
40889,51,divorced
40890,37,single
40891,37,single
40892,34,married
40893,34,single
40894,43,single
40895,35,married
40896,82,married
40897,32,married
40898,36,single
40899,43,married
40900,58,divorced
40901,64,married
40902,55,married
40903,35,single
40904,58,divorced
40905,26,single
40906,33,married
40907,69,married
40908,33,single
40909,23,single
40910,80,married
40911,57,married
40912,34,single
40913,76,divorced
40914,49,single
40915,69,married
40916,32,single
40917,43,married
40918,33,married
40919,46,married
40920,30,single
40921,64,married
40922,44,married
40923,49,married
40924,53,married
40925,34,married
40926,25,single
40927,19,single
40928,44,married
40929,46,married
40930,26,single
40931,50,married
40932,74,married
40933,30,married
40934,26,single
40935,31,married
40936,36,married
40937,40,married
40938,30,single
40939,32,divorced
40940,35,married
40941,32,single
40942,43,single
40943,62,married
40944,70,married
40945,61,married
40946,43,divorced
40947,74,married
40948,45,divorced
40949,38,single
40950,47,married
40951,32,single
40952,38,married
40953,52,married
40954,77,married
40955,58,married
40956,67,married
40957,71,married
40958,32,single
40959,32,married
40960,32,single
40961,29,single
40962,40,married
40963,26,single
40964,31,married
40965,30,married
40966,69,single
40967,29,single
40968,36,married
40969,50,married
40970,51,married
40971,44,divorced
40972,71,married
40973,67,married
40974,26,single
40975,36,married
40976,66,married
40977,37,married
40978,77,married
40979,60,married
40980,33,married
40981,33,married
40982,23,single
40983,34,married
40984,56,married
40985,39,married
40986,33,single
40987,76,married
40988,72,married
40989,37,single
40990,28,single
40991,24,single
40992,24,single
40993,66,divorced
40994,42,single
40995,33,married
40996,29,married
40997,21,single
40998,33,married
40999,35,single
41000,28,single
41001,34,married
41002,27,single
41003,35,married
41004,48,married
41005,34,married
41006,54,married
41007,74,divorced
41008,36,single
41009,48,married
41010,26,single
41011,45,married
41012,57,divorced
41013,34,single
41014,34,single
41015,30,single
41016,56,married
41017,35,single
41018,50,divorced
41019,30,single
41020,45,single
41021,36,single
41022,57,single
41023,35,married
41024,30,single
41025,34,single
41026,30,married
41027,33,married
41028,33,married
41029,66,single
41030,49,married
41031,29,single
41032,49,married
41033,33,married
41034,58,married
41035,37,married
41036,74,married
41037,67,married
41038,37,married
41039,35,single
41040,59,divorced
41041,68,married
41042,21,single
41043,57,married
41044,29,single
41045,43,married
41046,45,married
41047,46,single
41048,26,single
41049,54,married
41050,33,married
41051,69,married
41052,47,married
41053,63,divorced
41054,59,divorced
41055,58,divorced
41056,36,married
41057,19,single
41058,28,single
41059,26,single
41060,37,married
41061,64,married
41062,36,divorced
41063,22,single
41064,38,divorced
41065,37,single
41066,62,married
41067,29,single
41068,26,single
41069,72,single
41070,45,married
41071,33,married
41072,63,married
41073,23,married
41074,57,married
41075,55,married
41076,20,single
41077,25,single
41078,32,married
41079,60,married
41080,44,married
41081,32,single
41082,33,single
41083,39,married
41084,36,single
41085,46,married
41086,41,divorced
41087,32,single
41088,33,married
41089,25,single
41090,35,single
41091,54,married
41092,39,married
41093,35,married
41094,32,married
41095,42,married
41096,25,single
41097,55,married
41098,27,single
41099,73,married
41100,56,married
41101,82,married
41102,70,married
41103,57,married
41104,77,married
41105,31,single
41106,56,married
41107,36,single
41108,34,single
41109,26,single
41110,30,married
41111,29,single
41112,26,single
41113,45,divorced
41114,52,married
41115,35,single
41116,50,married
41117,58,married
41118,39,single
41119,36,married
41120,67,married
41121,62,married
41122,26,single
41123,67,married
41124,36,single
41125,24,married
41126,26,single
41127,61,married
41128,70,married
41129,71,married
41130,52,married
41131,55,married
41132,58,married
41133,37,married
41134,22,single
41135,30,single
41136,79,married
41137,30,married
41138,39,single
41139,55,divorced
41140,35,divorced
41141,32,married
41142,44,married
41143,34,married
41144,64,married
41145,65,married
41146,31,married
41147,55,married
41148,34,single
41149,49,single
41150,49,single
41151,69,married
41152,60,married
41153,67,divorced
41154,49,married
41155,56,divorced
41156,67,married
41157,57,married
41158,58,married
41159,43,married
41160,63,married
41161,22,single
41162,89,married
41163,26,single
41164,35,single
41165,25,single
41166,38,divorced
41167,51,married
41168,59,divorced
41169,44,married
41170,42,married
41171,76,married
41172,29,single
41173,32,married
41174,30,single
41175,39,single
41176,38,married
41177,36,single
41178,47,divorced
41179,81,married
41180,22,single
41181,34,married
41182,28,single
41183,74,married
41184,25,single
41185,34,single
41186,59,married
41187,59,married
41188,63,married
41189,27,single
41190,51,married
41191,33,single
41192,28,single
41193,62,divorced
41194,43,married
41195,50,married
41196,24,single
41197,73,married
41198,35,single
41199,45,married
41200,33,single
41201,46,married
41202,48,divorced
41203,58,married
41204,34,married
41205,34,married
41206,37,single
41207,61,married
41208,42,married
41209,21,single
41210,20,single
41211,60,married
41212,60,divorced
41213,25,single
41214,39,married
41215,60,married
41216,47,married
41217,52,divorced
41218,64,divorced
41219,31,married
41220,61,married
41221,25,single
41222,18,single
41223,34,married
41224,37,married
41225,53,married
41226,39,married
41227,65,married
41228,50,married
41229,27,single
41230,22,single
41231,43,single
41232,59,married
41233,27,single
41234,53,divorced
41235,28,single
41236,38,married
41237,71,divorced
41238,32,married
41239,57,married
41240,28,married
41241,59,married
41242,71,married
41243,64,married
41244,44,married
41245,29,single
41246,51,married
41247,70,married
41248,48,married
41249,37,married
41250,58,married
41251,66,married
41252,18,single
41253,39,married
41254,42,married
41255,40,married
41256,51,married
41257,77,married
41258,72,married
41259,40,single
41260,35,single
41261,23,single
41262,57,married
41263,37,married
41264,37,married
41265,30,married
41266,33,married
41267,45,married
41268,64,married
41269,53,married
41270,64,divorced
41271,34,single
41272,36,married
41273,18,single
41274,34,single
41275,64,married
41276,69,married
41277,48,married
41278,36,married
41279,43,married
41280,49,married
41281,43,divorced
41282,28,single
41283,63,married
41284,36,married
41285,35,single
41286,70,married
41287,60,single
41288,26,single
41289,61,married
41290,84,married
41291,86,divorced
41292,40,married
41293,64,married
41294,72,married
41295,42,married
41296,60,married
41297,43,single
41298,39,divorced
41299,21,single
41300,25,single
41301,36,single
41302,51,married
41303,57,divorced
41304,31,single
41305,29,single
41306,28,single
41307,36,single
41308,26,single
41309,59,married
41310,66,married
41311,33,single
41312,25,single
41313,29,single
41314,36,single
41315,29,single
41316,28,single
41317,43,divorced
41318,68,married
41319,31,single
41320,62,married
41321,32,married
41322,36,divorced
41323,34,single
41324,26,single
41325,65,divorced
41326,42,married
41327,32,married
41328,34,single
41329,28,single
41330,39,married
41331,72,divorced
41332,34,married
41333,35,single
41334,29,single
41335,30,married
41336,66,divorced
41337,28,single
41338,32,married
41339,62,married
41340,39,single
41341,32,married
41342,22,single
41343,38,single
41344,55,divorced
41345,36,single
41346,76,married
41347,34,married
41348,34,single
41349,33,single
41350,34,married
41351,36,single
41352,73,married
41353,27,single
41354,45,married
41355,63,married
41356,49,married
41357,55,married
41358,41,married
41359,55,married
41360,52,married
41361,34,single
41362,53,divorced
41363,49,single
41364,38,married
41365,25,single
41366,37,married
41367,22,single
41368,30,married
41369,36,married
41370,34,single
41371,33,single
41372,21,single
41373,23,single
41374,32,single
41375,43,divorced
41376,74,married
41377,39,married
41378,35,married
41379,62,married
41380,43,married
41381,26,single
41382,48,divorced
41383,63,married
41384,45,married
41385,63,married
41386,37,married
41387,82,married
41388,24,single
41389,30,single
41390,36,married
41391,27,married
41392,51,married
41393,25,single
41394,35,single
41395,48,married
41396,70,married
41397,63,married
41398,39,married
41399,34,single
41400,38,married
41401,44,married
41402,19,single
41403,32,married
41404,46,married
41405,71,married
41406,83,divorced
41407,44,single
41408,37,single
41409,36,married
41410,31,single
41411,32,married
41412,51,married
41413,72,married
41414,27,single
41415,45,married
41416,40,single
41417,30,divorced
41418,62,married
41419,55,married
41420,69,divorced
41421,46,married
41422,30,single
41423,73,single
41424,47,married
41425,55,married
41426,35,married
41427,60,married
41428,57,divorced
41429,30,single
41430,52,married
41431,37,married
41432,69,married
41433,24,single
41434,43,married
41435,26,single
41436,59,single
41437,31,single
41438,26,single
41439,73,married
41440,30,single
41441,62,married
41442,51,married
41443,33,single
41444,35,single
41445,32,married
41446,19,single
41447,65,married
41448,74,married
41449,38,married
41450,48,married
41451,64,married
41452,36,married
41453,55,married
41454,72,married
41455,63,married
41456,35,single
41457,62,married
41458,33,married
41459,57,married
41460,42,single
41461,64,married
41462,33,married
41463,24,single
41464,41,single
41465,52,married
41466,53,married
41467,25,single
41468,34,single
41469,78,married
41470,86,divorced
41471,27,married
41472,36,married
41473,31,single
41474,25,single
41475,45,single
41476,35,single
41477,24,single
41478,59,married
41479,26,single
41480,57,married
41481,47,single
41482,50,married
41483,31,married
41484,70,divorced
41485,22,single
41486,43,married
41487,18,single
41488,34,married
41489,33,married
41490,24,single
41491,56,married
41492,25,single
41493,26,single
41494,32,single
41495,28,single
41496,31,single
41497,25,single
41498,39,married
41499,58,married
41500,19,single
41501,37,married
41502,42,married
41503,30,single
41504,57,divorced
41505,76,divorced
41506,79,married
41507,40,married
41508,70,married
41509,35,married
41510,30,single
41511,60,married
41512,50,married
41513,35,married
41514,51,married
41515,71,married
41516,81,divorced
41517,30,married
41518,31,single
41519,67,married
41520,69,married
41521,45,married
41522,77,single
41523,62,married
41524,82,divorced
41525,32,single
41526,70,single
41527,32,married
41528,34,married
41529,28,single
41530,67,married
41531,45,married
41532,32,married
41533,32,single
41534,62,married
41535,38,married
41536,53,married
41537,26,single
41538,61,married
41539,60,married
41540,23,single
41541,67,married
41542,38,single
41543,72,married
41544,30,single
41545,58,married
41546,27,single
41547,56,single
41548,61,married
41549,42,married
41550,36,married
41551,20,single
41552,47,married
41553,63,married
41554,73,married
41555,46,married
41556,32,single
41557,73,married
41558,49,divorced
41559,28,single
41560,46,married
41561,74,married
41562,71,divorced
41563,37,married
41564,31,single
41565,28,married
41566,41,divorced
41567,20,single
41568,28,single
41569,73,married
41570,37,married
41571,47,divorced
41572,49,divorced
41573,48,married
41574,46,married
41575,40,married
41576,57,married
41577,50,married
41578,34,married
41579,56,married
41580,31,single
41581,32,single
41582,50,divorced
41583,54,divorced
41584,48,married
41585,26,single
41586,33,married
41587,50,married
41588,40,married
41589,31,single
41590,29,single
41591,29,single
41592,40,married
41593,28,single
41594,76,married
41595,52,married
41596,38,married
41597,34,single
41598,23,single
41599,71,married
41600,71,married
41601,35,single
41602,25,single
41603,46,married
41604,41,single
41605,26,single
41606,25,single
41607,28,single
41608,70,married
41609,59,married
41610,83,married
41611,43,divorced
41612,46,single
41613,45,married
41614,37,single
41615,71,divorced
41616,65,divorced
41617,27,single
41618,44,married
41619,19,single
41620,32,divorced
41621,47,married
41622,37,married
41623,39,married
41624,44,married
41625,80,married
41626,52,married
41627,42,divorced
41628,43,married
41629,49,married
41630,79,married
41631,65,married
41632,61,married
41633,34,married
41634,36,married
41635,77,divorced
41636,23,single
41637,20,single
41638,61,married
41639,28,single
41640,55,divorced
41641,57,married
41642,29,single
41643,34,married
41644,50,divorced
41645,36,married
41646,25,single
41647,41,married
41648,40,married
41649,74,married
41650,57,married
41651,38,single
41652,45,married
41653,53,married
41654,84,married
41655,35,married
41656,35,married
41657,56,divorced
41658,26,single
41659,41,divorced
41660,35,divorced
41661,39,married
41662,36,married
41663,95,married
41664,36,married
41665,48,married
41666,63,married
41667,54,single
41668,34,single
41669,41,married
41670,61,married
41671,31,single
41672,59,married
41673,25,single
41674,37,married
41675,47,married
41676,70,married
41677,44,married
41678,37,single
41679,26,single
41680,30,single
41681,28,single
41682,54,married
41683,54,married
41684,50,married
41685,39,married
41686,36,married
41687,26,single
41688,24,single
41689,36,married
41690,61,married
41691,34,single
41692,34,married
41693,60,married
41694,57,married
41695,30,single
41696,60,married
41697,26,single
41698,24,single
41699,39,married
41700,30,single
41701,61,married
41702,45,single
41703,57,divorced
41704,44,married
41705,70,married
41706,19,single
41707,63,married
41708,77,married
41709,37,married
41710,37,single
41711,33,single
41712,37,married
41713,29,single
41714,25,single
41715,30,single
41716,63,married
41717,31,single
41718,29,single
41719,70,divorced
41720,32,single
41721,61,married
41722,56,married
41723,54,married
41724,60,married
41725,34,single
41726,68,married
41727,42,married
41728,24,single
41729,55,married
41730,66,married
41731,26,single
41732,53,married
41733,78,divorced
41734,38,divorced
41735,61,married
41736,34,single
41737,36,married
41738,42,married
41739,29,single
41740,58,married
41741,57,single
41742,33,single
41743,27,married
41744,79,divorced
41745,64,married
41746,66,single
41747,60,divorced
41748,32,single
41749,47,married
41750,56,married
41751,25,single
41752,21,single
41753,83,married
41754,83,married
41755,73,divorced
41756,56,married
41757,45,married
41758,77,married
41759,67,married
41760,30,single
41761,55,married
41762,31,married
41763,55,divorced
41764,57,married
41765,59,married
41766,34,married
41767,54,married
41768,72,married
41769,46,divorced
41770,67,divorced
41771,51,divorced
41772,48,married
41773,39,divorced
41774,31,married
41775,52,married
41776,46,married
41777,41,single
41778,28,single
41779,74,married
41780,48,single
41781,35,single
41782,61,divorced
41783,45,married
41784,49,married
41785,43,married
41786,62,married
41787,35,single
41788,36,divorced
41789,83,single
41790,27,married
41791,62,married
41792,76,married
41793,32,married
41794,63,married
41795,23,single
41796,50,married
41797,46,married
41798,33,married
41799,38,married
41800,34,single
41801,35,married
41802,30,single
41803,60,married
41804,45,married
41805,31,single
41806,28,single
41807,62,married
41808,39,married
41809,66,married
41810,35,single
41811,64,married
41812,58,married
41813,30,married
41814,62,married
41815,48,single
41816,62,married
41817,73,married
41818,40,married
41819,81,divorced
41820,70,married
41821,39,married
41822,80,married
41823,75,married
41824,34,married
41825,47,married
41826,31,married
41827,59,divorced
41828,30,single
41829,41,married
41830,19,single
41831,54,married
41832,48,divorced
41833,26,single
41834,62,married
41835,37,married
41836,43,married
41837,74,married
41838,40,single
41839,37,married
41840,57,married
41841,75,married
41842,77,married
41843,83,divorced
41844,31,married
41845,61,married
41846,69,married
41847,22,single
41848,50,married
41849,27,married
41850,50,single
41851,72,married
41852,31,single
41853,51,married
41854,65,married
41855,81,divorced
41856,34,single
41857,33,single
41858,73,married
41859,35,married
41860,40,married
41861,37,married
41862,44,single
41863,40,married
41864,45,single
41865,61,married
41866,74,divorced
41867,70,married
41868,63,married
41869,61,divorced
41870,62,married
41871,33,single
41872,47,married
41873,62,married
41874,39,single
41875,62,divorced
41876,46,married
41877,26,single
41878,37,single
41879,26,single
41880,80,married
41881,30,single
41882,72,married
41883,46,single
41884,47,single
41885,76,divorced
41886,59,married
41887,30,married
41888,56,single
41889,30,single
41890,54,married
41891,57,married
41892,28,married
41893,60,married
41894,30,single
41895,63,married
41896,61,married
41897,31,single
41898,39,married
41899,22,single
41900,39,married
41901,37,single
41902,72,married
41903,77,married
41904,36,married
41905,43,married
41906,65,married
41907,54,married
41908,32,married
41909,25,single
41910,46,single
41911,28,single
41912,61,married
41913,53,married
41914,38,divorced
41915,69,married
41916,53,divorced
41917,27,single
41918,74,married
41919,67,married
41920,55,divorced
41921,33,single
41922,27,single
41923,87,divorced
41924,57,married
41925,33,single
41926,51,married
41927,76,divorced
41928,64,married
41929,35,single
41930,19,single
41931,33,married
41932,55,divorced
41933,31,single
41934,92,married
41935,35,married
41936,30,single
41937,68,single
41938,42,divorced
41939,41,single
41940,35,single
41941,32,single
41942,29,married
41943,70,married
41944,54,married
41945,27,single
41946,78,married
41947,82,married
41948,29,single
41949,78,divorced
41950,55,married
41951,76,married
41952,69,married
41953,38,married
41954,60,married
41955,33,divorced
41956,43,married
41957,61,married
41958,43,single
41959,73,married
41960,39,married
41961,57,married
41962,33,married
41963,77,married
41964,45,married
41965,35,single
41966,37,single
41967,59,married
41968,39,single
41969,76,married
41970,40,married
41971,42,married
41972,40,married
41973,44,divorced
41974,70,married
41975,59,married
41976,52,married
41977,46,married
41978,70,married
41979,73,married
41980,50,single
41981,82,divorced
41982,81,married
41983,55,married
41984,52,married
41985,41,single
41986,58,married
41987,57,married
41988,46,single
41989,28,single
41990,38,single
41991,30,single
41992,52,married
41993,22,single
41994,53,married
41995,60,married
41996,66,married
41997,70,married
41998,55,married
41999,54,married
42000,59,married
42001,80,married
42002,56,married
42003,33,single
42004,71,married
42005,76,married
42006,38,divorced
42007,44,single
42008,69,divorced
42009,65,married
42010,34,single
42011,60,married
42012,29,single
42013,52,married
42014,36,single
42015,33,single
42016,63,married
42017,30,single
42018,29,married
42019,61,married
42020,50,married
42021,65,married
42022,54,divorced
42023,26,single
42024,67,married
42025,68,married
42026,74,married
42027,75,married
42028,27,single
42029,65,married
42030,64,married
42031,38,single
42032,42,married
42033,30,single
42034,57,married
42035,31,married
42036,52,married
42037,25,single
42038,36,married
42039,55,married
42040,64,married
42041,54,married
42042,26,single
42043,51,single
42044,72,married
42045,30,single
42046,30,married
42047,61,married
42048,60,married
42049,30,single
42050,39,married
42051,45,divorced
42052,32,single
42053,66,married
42054,50,married
42055,54,married
42056,28,single
42057,35,single
42058,47,single
42059,53,married
42060,47,single
42061,80,married
42062,61,married
42063,34,single
42064,47,married
42065,36,married
42066,62,married
42067,30,single
42068,21,single
42069,56,married
42070,67,married
42071,62,married
42072,37,married
42073,41,married
42074,84,married
42075,32,single
42076,30,single
42077,33,single
42078,49,divorced
42079,26,single
42080,36,married
42081,87,married
42082,61,married
42083,52,married
42084,47,married
42085,70,married
42086,60,married
42087,41,married
42088,46,married
42089,22,single
42090,51,married
42091,60,divorced
42092,28,single
42093,60,divorced
42094,33,married
42095,37,married
42096,57,married
42097,20,single
42098,33,single
42099,30,single
42100,29,single
42101,38,married
42102,70,married
42103,39,married
42104,51,married
42105,32,single
42106,65,married
42107,32,single
42108,29,single
42109,54,married
42110,33,single
42111,35,single
42112,32,married
42113,26,married
42114,35,married
42115,51,married
42116,58,married
42117,59,married
42118,66,married
42119,25,married
42120,72,single
42121,55,divorced
42122,29,single
42123,35,married
42124,44,married
42125,44,married
42126,48,married
42127,35,divorced
42128,37,married
42129,36,single
42130,52,single
42131,55,single
42132,67,divorced
42133,36,married
42134,64,married
42135,34,single
42136,64,married
42137,45,married
42138,29,single
42139,40,married
42140,33,married
42141,62,married
42142,27,single
42143,38,married
42144,76,married
42145,36,married
42146,18,single
42147,33,married
42148,50,married
42149,31,married
42150,69,married
42151,29,single
42152,42,married
42153,34,married
42154,61,married
42155,34,married
42156,33,single
42157,31,single
42158,49,married
42159,42,married
42160,78,divorced
42161,55,married
42162,73,married
42163,54,married
42164,78,married
42165,31,married
42166,60,married
42167,67,married
42168,24,married
42169,33,married
42170,33,married
42171,53,married
42172,33,married
42173,24,single
42174,32,single
42175,60,married
42176,64,married
42177,34,married
42178,35,single
42179,53,married
42180,24,single
42181,81,divorced
42182,27,single
42183,32,single
42184,38,single
42185,47,married
42186,45,married
42187,42,married
42188,63,divorced
42189,40,married
42190,31,married
42191,44,single
42192,61,married
42193,76,married
42194,67,married
42195,33,married
42196,57,married
42197,71,divorced
42198,79,married
42199,52,married
42200,61,married
42201,48,divorced
42202,33,married
42203,47,married
42204,27,single
42205,70,married
42206,52,married
42207,32,single
42208,73,married
42209,63,married
42210,49,married
42211,35,single
42212,35,single
42213,23,single
42214,26,single
42215,58,married
42216,40,married
42217,32,single
42218,51,married
42219,33,married
42220,35,married
42221,53,married
42222,20,single
42223,28,single
42224,44,divorced
42225,53,divorced
42226,39,single
42227,21,single
42228,36,single
42229,31,single
42230,42,married
42231,28,single
42232,27,single
42233,57,married
42234,33,married
42235,29,single
42236,65,married
42237,54,single
42238,63,married
42239,72,married
42240,30,single
42241,51,married
42242,32,married
42243,54,married
42244,82,divorced
42245,47,married
42246,48,married
42247,61,married
42248,77,divorced
42249,36,married
42250,72,married
42251,75,married
42252,33,single
42253,38,married
42254,27,single
42255,39,single
42256,43,single
42257,33,married
42258,27,single
42259,50,married
42260,50,divorced
42261,43,divorced
42262,64,married
42263,45,married
42264,76,married
42265,63,married
42266,81,married
42267,77,married
42268,71,married
42269,46,married
42270,39,married
42271,38,married
42272,75,divorced
42273,37,single
42274,18,single
42275,58,divorced
42276,61,married
42277,44,divorced
42278,67,married
42279,61,married
42280,31,single
42281,61,married
42282,36,single
42283,56,married
42284,74,married
42285,62,divorced
42286,33,married
42287,24,single
42288,33,single
42289,34,married
42290,33,married
42291,34,single
42292,58,married
42293,61,married
42294,37,married
42295,64,married
42296,27,single
42297,37,married
42298,31,single
42299,25,single
42300,41,divorced
42301,22,single
42302,22,single
42303,57,married
42304,63,married
42305,34,single
42306,33,married
42307,42,married
42308,26,single
42309,23,single
42310,54,married
42311,63,married
42312,37,single
42313,33,married
42314,43,married
42315,62,married
42316,49,divorced
42317,21,single
42318,56,married
42319,35,married
42320,30,married
42321,47,married
42322,24,married
42323,33,married
42324,31,single
42325,75,married
42326,40,married
42327,62,married
42328,63,married
42329,52,married
42330,62,married
42331,57,divorced
42332,55,divorced
42333,71,married
42334,59,married
42335,78,married
42336,35,married
42337,52,married
42338,29,single
42339,42,married
42340,53,married
42341,52,married
42342,37,married
42343,61,divorced
42344,38,single
42345,70,married
42346,24,single
42347,20,single
42348,42,married
42349,49,married
42350,27,single
42351,30,single
42352,23,single
42353,36,married
42354,61,married
42355,51,married
42356,33,married
42357,31,single
42358,39,married
42359,53,married
42360,31,single
42361,38,married
42362,28,single
42363,38,married
42364,72,married
42365,37,married
42366,29,single
42367,34,married
42368,64,divorced
42369,61,divorced
42370,27,single
42371,46,married
42372,57,divorced
42373,52,married
42374,77,married
42375,53,married
42376,83,divorced
42377,35,single
42378,58,married
42379,46,married
42380,63,married
42381,58,married
42382,51,married
42383,25,single
42384,66,married
42385,45,married
42386,22,single
42387,32,married
42388,33,married
42389,28,single
42390,28,married
42391,31,married
42392,26,single
42393,60,divorced
42394,44,single
42395,29,single
42396,32,single
42397,36,divorced
42398,68,married
42399,48,married
42400,53,married
42401,27,single
42402,39,married
42403,39,married
42404,61,married
42405,25,single
42406,28,single
42407,29,single
42408,72,married
42409,29,single
42410,26,single
42411,49,married
42412,42,married
42413,43,single
42414,31,single
42415,33,married
42416,69,divorced
42417,28,single
42418,44,single
42419,73,divorced
42420,58,single
42421,27,single
42422,27,single
42423,38,married
42424,39,married
42425,61,married
42426,31,married
42427,42,single
42428,42,married
42429,64,married
42430,61,divorced
42431,45,married
42432,61,married
42433,34,single
42434,32,single
42435,25,single
42436,29,single
42437,81,married
42438,29,single
42439,51,married
42440,72,married
42441,80,married
42442,52,married
42443,38,divorced
42444,31,married
42445,30,single
42446,22,single
42447,50,married
42448,29,single
42449,42,married
42450,37,married
42451,34,married
42452,24,single
42453,53,single
42454,30,married
42455,27,single
42456,34,married
42457,49,married
42458,59,married
42459,80,married
42460,86,single
42461,69,married
42462,79,married
42463,71,married
42464,57,divorced
42465,35,married
42466,41,married
42467,36,married
42468,49,married
42469,69,married
42470,66,married
42471,61,married
42472,32,divorced
42473,28,single
42474,47,single
42475,22,single
42476,57,married
42477,58,married
42478,64,married
42479,54,divorced
42480,45,married
42481,72,married
42482,30,married
42483,79,married
42484,40,single
42485,30,married
42486,41,single
42487,35,married
42488,19,single
42489,57,married
42490,30,single
42491,36,married
42492,64,married
42493,53,married
42494,87,married
42495,53,married
42496,34,married
42497,29,single
42498,26,single
42499,29,single
42500,45,married
42501,43,married
42502,81,divorced
42503,57,married
42504,72,married
42505,46,married
42506,47,married
42507,62,married
42508,56,married
42509,59,married
42510,67,married
42511,28,single
42512,34,married
42513,57,divorced
42514,52,married
42515,66,married
42516,32,married
42517,31,single
42518,51,married
42519,27,single
42520,29,married
42521,50,married
42522,30,married
42523,30,single
42524,31,single
42525,57,married
42526,75,divorced
42527,60,married
42528,44,married
42529,50,married
42530,44,married
42531,39,single
42532,32,single
42533,59,married
42534,68,married
42535,31,married
42536,40,single
42537,34,single
42538,64,married
42539,49,married
42540,54,divorced
42541,30,divorced
42542,60,married
42543,33,married
42544,35,single
42545,72,married
42546,37,married
42547,30,married
42548,25,single
42549,32,married
42550,52,divorced
42551,48,married
42552,59,married
42553,47,married
42554,43,married
42555,49,married
42556,32,single
42557,33,married
42558,84,married
42559,26,single
42560,33,single
42561,47,married
42562,70,divorced
42563,38,married
42564,43,married
42565,39,single
42566,27,single
42567,25,married
42568,36,single
42569,28,single
42570,35,single
42571,38,married
42572,44,married
42573,78,divorced
42574,89,divorced
42575,20,single
42576,32,single
42577,32,married
42578,23,single
42579,35,married
42580,30,single
42581,27,married
42582,72,married
42583,36,married
42584,34,single
42585,61,married
42586,30,single
42587,46,divorced
42588,30,single
42589,40,married
42590,32,married
42591,38,married
42592,29,single
42593,51,divorced
42594,33,divorced
42595,45,married
42596,40,divorced
42597,50,divorced
42598,27,single
42599,27,single
42600,70,married
42601,27,single
42602,25,single
42603,57,married
42604,55,married
42605,33,married
42606,29,single
42607,73,married
42608,70,married
42609,50,single
42610,36,married
42611,35,single
42612,67,married
42613,35,married
42614,65,married
42615,29,single
42616,65,married
42617,67,married
42618,53,divorced
42619,85,married
42620,34,single
42621,47,divorced
42622,38,divorced
42623,66,married
42624,31,single
42625,66,single
42626,25,single
42627,28,single
42628,25,single
42629,47,single
42630,30,married
42631,28,single
42632,29,single
42633,49,married
42634,21,single
42635,87,married
42636,34,married
42637,22,single
42638,32,single
42639,28,single
42640,64,married
42641,31,single
42642,62,married
42643,31,married
42644,60,married
42645,41,single
42646,21,single
42647,24,single
42648,40,married
42649,54,divorced
42650,80,married
42651,27,single
42652,28,married
42653,35,single
42654,29,single
42655,35,single
42656,70,divorced
42657,62,married
42658,59,married
42659,51,married
42660,50,married
42661,48,married
42662,81,divorced
42663,48,married
42664,45,married
42665,32,married
42666,49,married
42667,36,divorced
42668,36,married
42669,33,single
42670,32,single
42671,64,married
42672,37,married
42673,30,single
42674,59,single
42675,50,married
42676,32,married
42677,60,divorced
42678,39,married
42679,68,married
42680,37,married
42681,65,married
42682,38,married
42683,37,single
42684,55,married
42685,66,married
42686,26,single
42687,40,single
42688,30,single
42689,35,single
42690,85,married
42691,28,married
