,y,loan,bank_arg1
39504,no,no,0.13
39505,no,no,0.2
39506,no,no,0.18
39507,yes,yes,0.7
39508,yes,no,0.52
39509,no,no,0.15
39510,yes,no,0.58
39511,no,no,0.14
39512,yes,yes,0.79
39513,no,no,0.18
39514,no,no,0.14
39515,no,no,0.18
39516,yes,no,0.59
39517,yes,no,0.51
39518,yes,no,0.56
39519,yes,no,0.53
39520,yes,no,0.58
39521,yes,no,0.52
39522,no,no,0.2
39523,no,no,0.14
39524,yes,no,0.5
39525,yes,no,0.53
39526,no,no,0.16
39527,yes,yes,0.74
39528,no,yes,0.31
39529,no,no,0.13
39530,no,no,0.16
39531,no,no,0.18
39532,no,no,0.1
39533,no,no,0.1
39534,no,yes,0.32
39535,yes,no,0.52
39536,no,no,0.14
39537,no,no,0.11
39538,no,no,0.14
39539,no,no,0.12
39540,no,no,0.18
39541,no,no,0.15
39542,no,no,0.18
39543,no,no,0.14
39544,no,no,0.11
39545,no,no,0.2
39546,no,no,0.17
39547,yes,no,0.54
39548,no,yes,0.36
39549,yes,no,0.53
39550,no,no,0.19
39551,no,no,0.14
39552,yes,no,0.55
39553,no,no,0.12
39554,yes,no,0.57
39555,no,no,0.14
39556,no,no,0.11
39557,no,no,0.1
39558,no,no,0.14
39559,no,no,0.16
39560,no,no,0.14
39561,no,no,0.17
39562,no,no,0.17
39563,no,no,0.11
39564,no,no,0.12
39565,yes,no,0.5
39566,no,no,0.12
39567,no,no,0.18
39568,no,no,0.17
39569,no,no,0.17
39570,no,no,0.15
39571,no,no,0.15
39572,no,no,0.12
39573,no,no,0.1
39574,no,no,0.17
39575,no,no,0.15
39576,no,no,0.13
39577,yes,no,0.59
39578,no,no,0.1
39579,no,no,0.18
39580,no,no,0.12
39581,no,no,0.17
39582,yes,no,0.52
39583,yes,no,0.53
39584,no,no,0.11
39585,no,no,0.18
39586,no,no,0.18
39587,no,no,0.18
39588,no,no,0.15
39589,no,no,0.1
39590,no,no,0.11
39591,no,no,0.15
39592,no,no,0.1
39593,no,no,0.13
39594,no,no,0.15
39595,no,no,0.14
39596,no,no,0.13
39597,yes,no,0.5
39598,no,no,0.14
39599,no,no,0.13
39600,no,no,0.16
39601,no,no,0.17
39602,no,no,0.18
39603,no,no,0.19
39604,yes,no,0.57
39605,yes,no,0.59
39606,no,no,0.1
39607,no,no,0.16
39608,no,no,0.15
39609,yes,no,0.6
39610,no,no,0.16
39611,no,no,0.14
39612,no,no,0.1
39613,no,no,0.12
39614,no,no,0.15
39615,no,no,0.16
39616,yes,no,0.53
39617,no,no,0.12
39618,no,no,0.18
39619,no,no,0.1
39620,no,yes,0.34
39621,no,no,0.12
39622,no,no,0.19
39623,no,no,0.13
39624,no,no,0.17
39625,no,no,0.11
39626,no,no,0.17
39627,no,no,0.14
39628,no,yes,0.3
39629,yes,no,0.52
39630,yes,no,0.51
39631,no,no,0.19
39632,no,no,0.16
39633,no,no,0.13
39634,no,no,0.15
39635,no,yes,0.39
39636,no,yes,0.34
39637,no,no,0.19
39638,yes,no,0.56
39639,no,no,0.17
39640,no,no,0.15
39641,no,no,0.14
39642,no,no,0.1
39643,no,no,0.19
39644,no,no,0.17
39645,no,no,0.19
39646,no,no,0.17
39647,yes,no,0.6
39648,no,no,0.1
39649,no,no,0.17
39650,yes,no,0.56
39651,yes,no,0.5
39652,no,no,0.19
39653,no,no,0.12
39654,no,no,0.13
39655,yes,no,0.5
39656,no,yes,0.3
39657,no,no,0.15
39658,no,yes,0.4
39659,yes,no,0.59
39660,no,no,0.17
39661,no,no,0.2
39662,yes,no,0.55
39663,yes,no,0.58
39664,no,no,0.12
39665,yes,no,0.58
39666,no,no,0.17
39667,no,no,0.18
39668,no,no,0.17
39669,no,no,0.14
39670,no,no,0.18
39671,no,no,0.12
39672,yes,no,0.59
39673,no,no,0.17
39674,no,yes,0.34
39675,yes,no,0.55
39676,no,no,0.16
39677,yes,no,0.52
39678,no,no,0.1
39679,no,no,0.11
39680,no,no,0.2
39681,no,yes,0.36
39682,no,no,0.14
39683,no,no,0.13
39684,no,no,0.19
39685,no,no,0.16
39686,yes,no,0.52
39687,no,no,0.18
39688,no,no,0.12
39689,yes,no,0.51
39690,yes,yes,0.75
39691,no,no,0.1
39692,no,no,0.15
39693,no,no,0.19
39694,yes,no,0.58
39695,no,no,0.16
39696,no,no,0.18
39697,yes,no,0.54
39698,no,yes,0.4
39699,no,no,0.15
39700,no,no,0.13
39701,no,no,0.13
39702,yes,no,0.51
39703,no,no,0.16
39704,yes,no,0.59
39705,no,no,0.18
39706,no,no,0.16
39707,no,no,0.19
39708,no,no,0.2
39709,no,no,0.11
39710,no,no,0.15
39711,no,no,0.19
39712,no,yes,0.34
39713,no,no,0.11
39714,yes,no,0.51
39715,no,no,0.15
39716,no,yes,0.38
39717,yes,no,0.53
39718,no,no,0.14
39719,no,no,0.2
39720,no,no,0.13
39721,no,no,0.18
39722,no,no,0.13
39723,no,yes,0.38
39724,yes,no,0.55
39725,no,no,0.19
39726,no,no,0.13
39727,no,no,0.15
39728,no,no,0.15
39729,yes,no,0.58
39730,no,no,0.13
39731,no,no,0.13
39732,no,no,0.19
39733,no,no,0.15
39734,no,yes,0.35
39735,no,no,0.13
39736,no,yes,0.33
39737,no,no,0.12
39738,no,no,0.2
39739,no,no,0.18
39740,no,no,0.11
39741,yes,no,0.6
39742,no,no,0.11
39743,no,no,0.2
39744,no,no,0.19
39745,no,no,0.17
39746,no,no,0.1
39747,no,yes,0.3
39748,no,no,0.16
39749,no,no,0.15
39750,no,no,0.1
39751,no,no,0.14
39752,yes,no,0.53
39753,no,no,0.15
39754,yes,no,0.53
39755,no,no,0.18
39756,no,no,0.2
39757,no,no,0.17
39758,yes,yes,0.72
39759,no,no,0.16
39760,no,no,0.12
39761,yes,no,0.57
39762,yes,no,0.52
39763,yes,no,0.51
39764,no,no,0.17
39765,no,no,0.15
39766,yes,no,0.57
39767,no,no,0.2
39768,no,no,0.2
39769,no,no,0.14
39770,no,no,0.17
39771,no,no,0.14
39772,no,no,0.19
39773,yes,no,0.56
39774,yes,no,0.58
39775,yes,no,0.58
39776,no,no,0.12
39777,no,no,0.2
39778,no,no,0.11
39779,yes,no,0.5
39780,yes,no,0.6
39781,no,no,0.1
39782,no,no,0.11
39783,no,no,0.19
39784,no,no,0.13
39785,no,no,0.18
39786,yes,no,0.51
39787,yes,no,0.52
39788,yes,no,0.56
39789,no,no,0.19
39790,yes,yes,0.76
39791,yes,yes,0.73
39792,yes,no,0.59
39793,yes,no,0.55
39794,no,yes,0.32
39795,no,no,0.17
39796,no,no,0.19
39797,no,no,0.19
39798,no,yes,0.3
39799,yes,no,0.6
39800,no,no,0.2
39801,no,no,0.11
39802,no,no,0.2
39803,no,no,0.15
39804,no,no,0.1
39805,no,no,0.14
39806,no,no,0.19
39807,no,no,0.19
39808,no,yes,0.4
39809,no,no,0.16
39810,no,no,0.12
39811,yes,no,0.51
39812,no,yes,0.4
39813,yes,no,0.52
39814,no,no,0.16
39815,no,no,0.2
39816,yes,no,0.51
39817,yes,no,0.51
39818,yes,no,0.58
39819,yes,no,0.55
39820,yes,no,0.58
39821,yes,no,0.56
39822,no,no,0.1
39823,yes,yes,0.75
39824,no,no,0.14
39825,no,no,0.15
39826,yes,no,0.53
39827,no,no,0.2
39828,no,no,0.13
39829,no,no,0.14
39830,no,no,0.13
39831,no,no,0.12
39832,no,no,0.15
39833,no,no,0.18
39834,no,no,0.16
39835,yes,no,0.55
39836,no,no,0.11
39837,no,no,0.19
39838,no,no,0.1
39839,no,no,0.12
39840,yes,no,0.56
39841,no,no,0.18
39842,no,no,0.16
39843,no,no,0.12
39844,no,no,0.11
39845,no,no,0.12
39846,yes,no,0.56
39847,yes,no,0.5
39848,no,no,0.2
39849,yes,no,0.5
39850,no,no,0.17
39851,yes,no,0.57
39852,yes,no,0.6
39853,no,no,0.18
39854,yes,no,0.6
39855,no,yes,0.32
39856,yes,yes,0.75
39857,no,no,0.2
39858,no,no,0.14
39859,yes,no,0.58
39860,no,no,0.17
39861,no,no,0.12
39862,no,no,0.19
39863,yes,no,0.57
39864,no,no,0.17
39865,yes,no,0.59
39866,yes,no,0.6
39867,yes,no,0.52
39868,no,no,0.14
39869,no,no,0.11
39870,no,no,0.18
39871,no,no,0.12
39872,yes,no,0.54
39873,no,no,0.12
39874,yes,no,0.6
39875,yes,no,0.6
39876,no,no,0.18
39877,no,no,0.2
39878,no,no,0.13
39879,yes,no,0.5
39880,no,no,0.2
39881,yes,no,0.51
39882,no,no,0.15
39883,no,no,0.13
39884,yes,no,0.51
39885,no,no,0.1
39886,yes,no,0.5
39887,no,no,0.1
39888,yes,no,0.51
39889,yes,no,0.55
39890,no,no,0.12
39891,no,yes,0.32
39892,no,no,0.17
39893,no,no,0.18
39894,no,no,0.14
39895,yes,no,0.56
39896,yes,no,0.6
39897,no,no,0.17
39898,no,no,0.15
39899,yes,no,0.6
39900,no,yes,0.39
39901,no,no,0.15
39902,no,no,0.14
39903,no,no,0.1
39904,no,no,0.17
39905,yes,no,0.53
39906,no,no,0.16
39907,no,no,0.13
39908,yes,no,0.54
39909,no,yes,0.34
39910,yes,no,0.57
39911,no,no,0.19
39912,no,no,0.13
39913,yes,no,0.53
39914,no,no,0.14
39915,no,no,0.12
39916,no,no,0.19
39917,no,no,0.11
39918,no,no,0.13
39919,no,no,0.14
39920,yes,no,0.56
39921,yes,no,0.6
39922,no,no,0.1
39923,no,no,0.2
39924,no,no,0.11
39925,yes,no,0.54
39926,no,yes,0.39
39927,no,no,0.13
39928,no,no,0.18
39929,no,no,0.1
39930,no,no,0.2
39931,yes,no,0.56
39932,no,no,0.13
39933,no,no,0.16
39934,no,no,0.18
39935,no,no,0.12
39936,no,no,0.13
39937,yes,no,0.51
39938,no,no,0.11
39939,yes,no,0.57
39940,no,no,0.16
39941,no,no,0.14
39942,yes,no,0.54
39943,no,no,0.18
39944,no,no,0.18
39945,no,yes,0.31
39946,no,no,0.1
39947,yes,no,0.58
39948,no,no,0.14
39949,no,no,0.16
39950,no,no,0.19
39951,yes,no,0.54
39952,yes,no,0.57
39953,yes,no,0.52
39954,yes,no,0.54
39955,yes,no,0.54
39956,no,no,0.15
39957,yes,no,0.52
39958,yes,no,0.58
39959,yes,yes,0.73
39960,no,no,0.12
39961,yes,no,0.51
39962,no,no,0.13
39963,no,no,0.1
39964,no,no,0.11
39965,no,no,0.18
39966,yes,no,0.55
39967,no,no,0.13
39968,yes,no,0.58
39969,no,no,0.16
39970,yes,no,0.58
39971,no,no,0.2
39972,yes,no,0.54
39973,yes,no,0.54
39974,no,no,0.11
39975,yes,no,0.58
39976,yes,no,0.51
39977,no,no,0.16
39978,yes,no,0.51
39979,yes,no,0.53
39980,no,no,0.17
39981,no,no,0.19
39982,yes,no,0.53
39983,no,no,0.18
39984,yes,no,0.6
39985,no,no,0.19
39986,yes,no,0.56
39987,no,yes,0.33
39988,yes,no,0.57
39989,no,no,0.14
39990,yes,no,0.52
39991,no,no,0.16
39992,no,no,0.12
39993,no,no,0.19
39994,no,no,0.2
39995,no,no,0.2
39996,yes,no,0.52
39997,yes,no,0.51
39998,no,no,0.13
39999,no,no,0.1
40000,no,no,0.16
40001,no,no,0.18
40002,no,no,0.11
40003,no,no,0.18
40004,no,no,0.16
40005,yes,no,0.52
40006,no,no,0.17
40007,no,no,0.18
40008,no,no,0.16
40009,no,yes,0.34
40010,no,no,0.14
40011,no,no,0.16
40012,yes,no,0.57
40013,no,no,0.18
40014,no,no,0.1
40015,no,no,0.12
40016,no,no,0.16
40017,no,yes,0.38
40018,yes,no,0.59
40019,yes,no,0.58
40020,no,no,0.2
40021,no,no,0.11
40022,no,no,0.12
40023,yes,no,0.58
40024,no,no,0.17
40025,yes,no,0.52
40026,no,no,0.13
40027,no,yes,0.31
40028,no,no,0.11
40029,no,no,0.15
40030,no,no,0.15
40031,yes,no,0.52
40032,no,no,0.18
40033,yes,no,0.5
40034,yes,no,0.59
40035,yes,no,0.56
40036,yes,no,0.5
40037,no,no,0.16
40038,no,no,0.17
40039,yes,no,0.51
40040,no,no,0.15
40041,no,no,0.16
40042,no,no,0.11
40043,no,no,0.14
40044,no,no,0.2
40045,no,no,0.12
40046,no,no,0.11
40047,yes,no,0.53
40048,no,no,0.2
40049,yes,no,0.54
40050,no,no,0.19
40051,no,yes,0.35
40052,no,no,0.15
40053,yes,no,0.56
40054,yes,yes,0.73
40055,yes,no,0.5
40056,yes,no,0.59
40057,no,no,0.19
40058,no,no,0.18
40059,no,no,0.2
40060,yes,no,0.59
40061,yes,no,0.52
40062,no,no,0.13
40063,yes,no,0.52
40064,no,no,0.11
40065,yes,no,0.5
40066,no,no,0.18
40067,yes,no,0.6
40068,yes,no,0.53
40069,no,no,0.1
40070,yes,yes,0.76
40071,yes,no,0.5
40072,yes,no,0.56
40073,no,no,0.17
40074,yes,no,0.52
40075,no,no,0.17
40076,yes,no,0.52
40077,yes,no,0.54
40078,no,no,0.15
40079,yes,no,0.57
40080,yes,no,0.6
40081,yes,no,0.54
40082,yes,no,0.54
40083,yes,no,0.51
40084,yes,no,0.51
40085,yes,yes,0.75
40086,yes,no,0.55
40087,yes,no,0.52
40088,no,no,0.11
40089,no,no,0.15
40090,no,no,0.19
40091,no,no,0.19
40092,no,no,0.19
40093,yes,no,0.51
40094,no,no,0.19
40095,no,no,0.13
40096,no,no,0.13
40097,yes,yes,0.74
40098,no,no,0.13
40099,no,no,0.13
40100,no,no,0.15
40101,yes,no,0.58
40102,yes,no,0.5
40103,yes,no,0.57
40104,no,no,0.18
40105,no,no,0.18
40106,no,no,0.19
40107,no,no,0.17
40108,yes,no,0.57
40109,no,no,0.1
40110,no,no,0.18
40111,no,no,0.14
40112,yes,no,0.58
40113,no,no,0.16
40114,no,no,0.12
40115,no,no,0.14
40116,no,no,0.16
40117,no,no,0.13
40118,no,no,0.14
40119,yes,no,0.55
40120,no,no,0.18
40121,no,yes,0.35
40122,yes,no,0.51
40123,no,no,0.12
40124,yes,no,0.52
40125,no,no,0.18
40126,no,no,0.15
40127,yes,no,0.5
40128,yes,no,0.55
40129,yes,no,0.53
40130,yes,no,0.53
40131,yes,no,0.5
40132,yes,no,0.53
40133,no,no,0.14
40134,no,no,0.12
40135,no,yes,0.33
40136,no,no,0.17
40137,no,no,0.12
40138,yes,no,0.56
40139,yes,no,0.55
40140,yes,no,0.55
40141,no,no,0.15
40142,yes,no,0.59
40143,yes,no,0.5
40144,yes,no,0.58
40145,no,no,0.11
40146,yes,no,0.56
40147,no,no,0.19
40148,no,no,0.1
40149,yes,no,0.56
40150,yes,no,0.58
40151,no,no,0.15
40152,yes,no,0.59
40153,yes,no,0.57
40154,no,yes,0.35
40155,no,no,0.13
40156,no,no,0.17
40157,yes,no,0.56
40158,no,yes,0.35
40159,no,no,0.15
40160,no,no,0.18
40161,no,no,0.15
40162,no,no,0.11
40163,yes,no,0.53
40164,no,no,0.1
40165,no,no,0.11
40166,yes,no,0.55
40167,no,yes,0.37
40168,no,no,0.14
40169,yes,no,0.56
40170,yes,no,0.55
40171,yes,no,0.5
40172,yes,yes,0.78
40173,no,no,0.13
40174,no,no,0.14
40175,yes,no,0.57
40176,no,no,0.15
40177,yes,yes,0.77
40178,no,no,0.11
40179,no,no,0.17
40180,no,no,0.15
40181,no,no,0.14
40182,yes,no,0.53
40183,yes,no,0.59
40184,yes,no,0.56
40185,yes,no,0.51
40186,no,no,0.19
40187,no,no,0.11
40188,no,no,0.13
40189,no,no,0.16
40190,no,no,0.18
40191,no,no,0.13
40192,no,no,0.11
40193,no,no,0.16
40194,no,no,0.13
40195,no,no,0.2
40196,yes,no,0.5
40197,no,no,0.18
40198,no,no,0.1
40199,yes,yes,0.72
40200,yes,no,0.59
40201,no,no,0.2
40202,no,no,0.11
40203,yes,no,0.57
40204,yes,no,0.52
40205,yes,no,0.59
40206,no,no,0.19
40207,yes,no,0.57
40208,yes,no,0.5
40209,no,no,0.12
40210,no,no,0.15
40211,no,no,0.1
40212,yes,no,0.6
40213,no,no,0.2
40214,no,no,0.12
40215,no,no,0.19
40216,no,no,0.17
40217,yes,no,0.59
40218,yes,no,0.56
40219,yes,no,0.59
40220,yes,no,0.53
40221,no,no,0.18
40222,yes,no,0.53
40223,no,no,0.14
40224,no,no,0.12
40225,no,no,0.14
40226,yes,no,0.5
40227,no,no,0.18
40228,yes,no,0.55
40229,no,no,0.16
40230,no,no,0.17
40231,yes,no,0.52
40232,no,yes,0.31
40233,yes,no,0.59
40234,no,no,0.15
40235,no,yes,0.34
40236,no,no,0.14
40237,no,no,0.16
40238,no,no,0.12
40239,no,no,0.14
40240,no,no,0.1
40241,no,no,0.12
40242,no,no,0.14
40243,no,no,0.14
40244,yes,no,0.59
40245,yes,no,0.55
40246,no,no,0.13
40247,yes,no,0.6
40248,no,no,0.17
40249,yes,no,0.59
40250,no,no,0.15
40251,no,no,0.17
40252,no,no,0.15
40253,yes,no,0.55
40254,no,no,0.18
40255,no,no,0.15
40256,no,no,0.11
40257,yes,no,0.6
40258,yes,no,0.51
40259,no,no,0.18
40260,yes,no,0.53
40261,no,no,0.15
40262,yes,no,0.58
40263,no,no,0.15
40264,yes,no,0.53
40265,no,yes,0.36
40266,no,no,0.11
40267,yes,no,0.52
40268,no,no,0.16
40269,no,no,0.15
40270,yes,no,0.56
40271,no,no,0.18
40272,no,no,0.17
40273,no,no,0.11
40274,yes,no,0.59
40275,yes,no,0.52
40276,yes,no,0.56
40277,yes,no,0.51
40278,yes,no,0.59
40279,yes,no,0.58
40280,no,no,0.16
40281,no,no,0.18
40282,yes,no,0.56
40283,no,no,0.17
40284,no,no,0.18
40285,no,no,0.14
40286,no,no,0.2
40287,no,no,0.2
40288,no,no,0.15
40289,yes,no,0.56
40290,no,no,0.16
40291,no,no,0.16
40292,no,no,0.1
40293,no,no,0.2
40294,yes,no,0.5
40295,no,yes,0.38
40296,no,no,0.12
40297,no,no,0.13
40298,yes,no,0.51
40299,yes,no,0.5
40300,no,no,0.17
40301,yes,no,0.59
40302,yes,yes,0.71
40303,no,no,0.19
40304,no,no,0.13
40305,yes,no,0.59
40306,no,no,0.1
40307,no,no,0.1
40308,yes,no,0.52
40309,no,yes,0.37
40310,no,no,0.11
40311,no,no,0.11
40312,no,no,0.17
40313,no,no,0.11
40314,no,no,0.2
40315,no,yes,0.35
40316,no,yes,0.36
40317,no,no,0.17
40318,no,no,0.13
40319,no,no,0.14
40320,no,no,0.11
40321,no,no,0.11
40322,no,no,0.13
40323,yes,yes,0.77
40324,no,yes,0.31
40325,no,no,0.13
40326,yes,no,0.5
40327,no,no,0.18
40328,no,yes,0.39
40329,no,no,0.18
40330,yes,no,0.54
40331,no,yes,0.32
40332,no,no,0.16
40333,no,no,0.15
40334,yes,no,0.54
40335,no,no,0.16
40336,no,no,0.18
40337,yes,no,0.51
40338,no,no,0.17
40339,yes,no,0.58
40340,no,no,0.11
40341,no,no,0.19
40342,yes,no,0.56
40343,no,no,0.15
40344,yes,no,0.59
40345,yes,yes,0.7
40346,yes,no,0.55
40347,yes,no,0.6
40348,no,no,0.12
40349,yes,no,0.51
40350,yes,no,0.6
40351,no,no,0.15
40352,no,no,0.12
40353,no,no,0.2
40354,no,no,0.12
40355,yes,no,0.51
40356,no,no,0.14
40357,no,no,0.15
40358,no,no,0.12
40359,no,no,0.12
40360,no,no,0.19
40361,no,no,0.1
40362,no,no,0.11
40363,yes,no,0.52
40364,no,no,0.16
40365,no,no,0.13
40366,yes,no,0.57
40367,no,no,0.11
40368,no,no,0.2
40369,no,no,0.17
40370,yes,no,0.57
40371,no,no,0.2
40372,no,no,0.18
40373,yes,yes,0.77
40374,no,no,0.16
40375,yes,no,0.53
40376,no,no,0.15
40377,no,yes,0.34
40378,no,no,0.13
40379,yes,no,0.51
40380,no,no,0.16
40381,no,no,0.18
40382,no,no,0.12
40383,yes,no,0.52
40384,no,no,0.19
40385,no,yes,0.37
40386,yes,no,0.56
40387,no,no,0.13
40388,no,no,0.19
40389,no,no,0.17
40390,no,no,0.12
40391,no,no,0.19
40392,yes,no,0.6
40393,yes,no,0.6
40394,yes,no,0.57
40395,no,yes,0.32
40396,yes,yes,0.76
40397,no,no,0.2
40398,no,no,0.2
40399,no,no,0.15
40400,no,no,0.15
40401,yes,no,0.53
40402,yes,no,0.58
40403,yes,yes,0.71
40404,yes,no,0.57
40405,yes,no,0.58
40406,no,no,0.14
40407,no,no,0.17
40408,yes,no,0.51
40409,no,yes,0.38
40410,no,yes,0.4
40411,yes,no,0.6
40412,yes,no,0.56
40413,yes,no,0.53
40414,yes,no,0.6
40415,no,no,0.12
40416,no,no,0.15
40417,yes,no,0.55
40418,no,no,0.12
40419,yes,no,0.51
40420,no,yes,0.3
40421,yes,no,0.58
40422,yes,no,0.55
40423,no,no,0.2
40424,no,no,0.2
40425,no,no,0.13
40426,no,no,0.1
40427,no,no,0.16
40428,no,no,0.13
40429,no,no,0.14
40430,no,yes,0.34
40431,no,no,0.14
40432,no,yes,0.39
40433,no,yes,0.37
40434,yes,no,0.57
40435,no,no,0.17
40436,yes,no,0.5
40437,yes,no,0.57
40438,yes,no,0.56
40439,yes,no,0.5
40440,yes,no,0.57
40441,yes,no,0.53
40442,yes,no,0.55
40443,yes,no,0.59
40444,yes,no,0.58
40445,no,no,0.16
40446,yes,no,0.6
40447,yes,no,0.55
40448,no,no,0.18
40449,yes,no,0.56
40450,no,no,0.1
40451,yes,no,0.57
40452,no,no,0.15
40453,yes,no,0.56
40454,no,no,0.19
40455,no,no,0.11
40456,yes,no,0.5
40457,yes,no,0.53
40458,no,no,0.16
40459,yes,no,0.52
40460,no,no,0.11
40461,yes,no,0.54
40462,no,no,0.19
40463,no,no,0.18
40464,no,no,0.2
40465,no,no,0.18
40466,no,no,0.16
40467,no,no,0.19
40468,no,no,0.13
40469,no,no,0.18
40470,no,no,0.13
40471,no,no,0.14
40472,yes,no,0.57
40473,no,no,0.13
40474,no,no,0.17
40475,no,no,0.18
40476,no,no,0.13
40477,yes,no,0.56
40478,yes,no,0.5
40479,yes,no,0.59
40480,no,no,0.18
40481,yes,no,0.6
40482,no,no,0.19
40483,no,yes,0.34
40484,no,yes,0.35
40485,no,no,0.18
40486,yes,no,0.54
40487,no,no,0.13
40488,yes,yes,0.71
40489,yes,no,0.5
40490,yes,no,0.58
40491,no,no,0.18
40492,no,no,0.19
40493,no,no,0.17
40494,no,no,0.18
40495,yes,no,0.51
40496,no,no,0.2
40497,yes,no,0.59
40498,no,no,0.17
40499,no,no,0.17
40500,no,no,0.13
40501,no,no,0.13
40502,yes,no,0.54
40503,no,no,0.16
40504,yes,no,0.54
40505,no,no,0.19
40506,yes,no,0.59
40507,no,no,0.15
40508,no,no,0.11
40509,yes,no,0.52
40510,no,no,0.11
40511,no,no,0.13
40512,no,no,0.16
40513,yes,no,0.58
40514,yes,no,0.56
40515,no,no,0.1
40516,yes,no,0.52
40517,no,no,0.17
40518,no,no,0.12
40519,no,no,0.12
40520,no,no,0.15
40521,yes,no,0.6
40522,yes,no,0.51
40523,yes,no,0.52
40524,yes,no,0.58
40525,no,no,0.11
40526,yes,no,0.6
40527,no,yes,0.39
40528,yes,no,0.56
40529,no,no,0.14
40530,no,no,0.2
40531,no,no,0.12
40532,no,yes,0.39
40533,no,no,0.17
40534,no,no,0.12
40535,no,no,0.1
40536,no,no,0.14
40537,yes,no,0.55
40538,no,no,0.11
40539,no,yes,0.37
40540,no,no,0.14
40541,no,no,0.16
40542,no,no,0.12
40543,yes,no,0.53
40544,no,yes,0.33
40545,no,no,0.13
40546,yes,no,0.56
40547,no,no,0.1
40548,no,no,0.2
40549,no,yes,0.3
40550,no,yes,0.39
40551,no,no,0.2
40552,yes,no,0.53
40553,no,no,0.17
40554,no,no,0.15
40555,yes,no,0.59
40556,no,no,0.18
40557,yes,no,0.58
40558,no,no,0.13
40559,yes,no,0.57
40560,no,no,0.14
40561,no,no,0.15
40562,no,no,0.19
40563,no,no,0.18
40564,yes,no,0.55
40565,no,no,0.2
40566,yes,no,0.6
40567,no,no,0.16
40568,no,no,0.1
40569,yes,no,0.6
40570,yes,no,0.59
40571,no,no,0.1
40572,no,no,0.19
40573,no,no,0.16
40574,yes,no,0.6
40575,no,no,0.16
40576,no,no,0.1
40577,no,no,0.17
40578,no,no,0.12
40579,no,yes,0.36
40580,no,no,0.16
40581,no,no,0.11
40582,no,no,0.14
40583,yes,no,0.53
40584,no,no,0.16
40585,no,no,0.15
40586,no,no,0.16
40587,no,no,0.17
40588,yes,no,0.51
40589,no,no,0.12
40590,yes,no,0.55
40591,no,no,0.14
40592,no,no,0.15
40593,no,yes,0.38
40594,yes,no,0.54
40595,no,no,0.14
40596,yes,no,0.59
40597,no,no,0.1
40598,no,no,0.17
40599,no,no,0.12
40600,no,no,0.18
40601,no,no,0.13
40602,no,no,0.14
40603,no,no,0.1
40604,no,no,0.12
40605,no,no,0.16
40606,no,no,0.19
40607,no,no,0.15
40608,no,no,0.17
40609,yes,no,0.51
40610,yes,no,0.54
40611,yes,no,0.56
40612,no,no,0.11
40613,yes,yes,0.71
40614,no,no,0.16
40615,yes,no,0.5
40616,yes,no,0.53
40617,yes,no,0.53
40618,yes,no,0.58
40619,no,no,0.15
40620,no,no,0.11
40621,no,no,0.18
40622,yes,no,0.6
40623,no,no,0.12
40624,yes,no,0.55
40625,yes,no,0.53
40626,no,no,0.12
40627,no,no,0.11
40628,no,no,0.16
40629,yes,no,0.53
40630,yes,no,0.59
40631,yes,no,0.58
40632,yes,yes,0.78
40633,no,no,0.14
40634,yes,no,0.52
40635,yes,no,0.54
40636,yes,no,0.55
40637,no,no,0.14
40638,no,no,0.16
40639,no,no,0.14
40640,yes,no,0.58
40641,no,no,0.13
40642,yes,no,0.58
40643,yes,no,0.58
40644,no,no,0.11
40645,no,no,0.1
40646,no,no,0.11
40647,yes,no,0.56
40648,yes,no,0.57
40649,no,no,0.14
40650,yes,no,0.51
40651,yes,no,0.56
40652,no,no,0.17
40653,yes,no,0.53
40654,no,no,0.2
40655,no,no,0.15
40656,yes,no,0.52
40657,no,no,0.13
40658,yes,yes,0.79
40659,no,no,0.11
40660,no,yes,0.3
40661,no,no,0.19
40662,no,no,0.19
40663,no,no,0.13
40664,no,no,0.13
40665,no,no,0.18
40666,no,no,0.1
40667,no,no,0.18
40668,yes,no,0.58
40669,no,no,0.19
40670,yes,no,0.55
40671,no,no,0.2
40672,yes,yes,0.76
40673,no,no,0.1
40674,no,no,0.18
40675,no,no,0.13
40676,yes,no,0.56
40677,no,no,0.17
40678,no,no,0.14
40679,yes,no,0.59
40680,yes,no,0.57
40681,yes,no,0.58
40682,no,no,0.18
40683,yes,no,0.51
40684,no,no,0.11
40685,yes,no,0.59
40686,yes,no,0.56
40687,yes,no,0.56
40688,no,no,0.11
40689,yes,no,0.53
40690,yes,yes,0.74
40691,no,no,0.14
40692,no,yes,0.34
40693,no,no,0.13
40694,no,no,0.14
40695,no,no,0.1
40696,yes,no,0.5
40697,yes,no,0.56
40698,yes,no,0.53
40699,yes,no,0.52
40700,no,no,0.16
40701,yes,no,0.54
40702,yes,no,0.55
40703,no,no,0.14
40704,no,yes,0.37
40705,yes,no,0.5
40706,yes,no,0.58
40707,yes,no,0.57
40708,no,no,0.16
40709,no,no,0.2
40710,yes,no,0.54
40711,no,no,0.16
40712,no,no,0.13
40713,no,no,0.16
40714,no,no,0.12
40715,no,no,0.17
40716,no,no,0.11
40717,no,no,0.14
40718,yes,no,0.6
40719,yes,no,0.53
40720,no,no,0.13
40721,no,no,0.18
40722,no,no,0.1
40723,yes,no,0.57
40724,yes,no,0.52
40725,no,no,0.19
40726,no,no,0.18
