,loan,balance,y,bank_arg1
38381,yes,1078,no,0.33
38382,no,14,no,0.2
38383,no,2791,no,0.19
38384,no,691,no,0.18
38385,no,257,no,0.16
38386,no,99,no,0.12
38387,no,2994,no,0.19
38388,no,-50,no,0.14
38389,no,624,no,0.15
38390,no,405,no,0.1
38391,no,683,no,0.11
38392,no,2139,yes,0.54
38393,no,167,no,0.1
38394,no,50,yes,0.54
38395,no,311,no,0.2
38396,no,680,no,0.1
38397,no,147,no,0.14
38398,no,142,no,0.17
38399,yes,435,no,0.38
38400,no,722,no,0.1
38401,no,505,no,0.14
38402,no,6042,no,0.13
38403,no,505,no,0.2
38404,no,-747,no,0.19
38405,no,132,no,0.1
38406,no,626,no,0.11
38407,no,1692,no,0.11
38408,yes,47,no,0.31
38409,no,582,yes,0.52
38410,no,80,no,0.14
38411,no,6979,no,0.17
38412,no,1395,no,0.2
38413,no,212,no,0.15
38414,yes,210,no,0.36
38415,no,-227,no,0.1
38416,no,-285,no,0.14
38417,yes,194,yes,0.75
38418,no,353,yes,0.59
38419,no,217,no,0.14
38420,no,252,no,0.16
38421,no,2211,no,0.12
38422,no,198,no,0.17
38423,no,2138,no,0.2
38424,no,-650,no,0.11
38425,no,226,no,0.12
38426,no,134,no,0.2
38427,no,1479,no,0.17
38428,no,341,yes,0.58
38429,no,1175,no,0.16
38430,no,339,no,0.18
38431,no,6000,no,0.13
38432,no,1388,no,0.15
38433,no,2198,no,0.12
38434,no,-172,yes,0.56
38435,no,-212,no,0.2
38436,no,95,no,0.18
38437,no,12,no,0.2
38438,yes,-15,no,0.32
38439,no,2002,no,0.11
38440,no,118,no,0.19
38441,yes,5431,no,0.39
38442,no,2550,no,0.1
38443,no,438,no,0.2
38444,no,2257,no,0.12
38445,no,126,no,0.18
38446,yes,728,no,0.31
38447,yes,717,no,0.36
38448,yes,4062,no,0.35
38449,no,-639,yes,0.59
38450,no,144,no,0.1
38451,no,252,no,0.19
38452,no,118,no,0.18
38453,no,-215,no,0.12
38454,no,1056,no,0.16
38455,no,2396,no,0.15
38456,no,3268,no,0.2
38457,no,2411,no,0.2
38458,no,49,no,0.2
38459,no,0,no,0.18
38460,no,556,no,0.1
38461,no,181,no,0.19
38462,no,4974,no,0.18
38463,no,864,yes,0.6
38464,yes,134,yes,0.71
38465,no,2288,no,0.17
38466,no,592,no,0.11
38467,no,244,no,0.2
38468,no,50,yes,0.53
38469,no,1,no,0.19
38470,yes,2851,no,0.32
38471,no,340,no,0.16
38472,no,2399,no,0.2
38473,no,2069,no,0.19
38474,no,1614,no,0.2
38475,no,35,no,0.19
38476,no,315,no,0.12
38477,no,507,yes,0.55
38478,no,8627,no,0.2
38479,no,66,no,0.17
38480,no,4038,no,0.13
38481,yes,372,no,0.4
38482,no,1370,no,0.15
38483,no,-101,yes,0.56
38484,no,287,no,0.14
38485,no,89,no,0.17
38486,no,-50,no,0.1
38487,no,-290,no,0.14
38488,no,940,no,0.17
38489,no,165,no,0.2
38490,no,2540,no,0.14
38491,no,480,yes,0.57
38492,no,-22,yes,0.53
38493,no,1501,no,0.14
38494,no,878,yes,0.52
38495,yes,810,no,0.33
38496,no,144,no,0.12
38497,no,2574,yes,0.51
38498,no,17,no,0.19
38499,no,173,no,0.18
38500,no,309,no,0.17
38501,no,833,yes,0.57
38502,no,20,no,0.1
38503,no,1761,no,0.15
38504,no,940,no,0.15
38505,yes,975,no,0.37
38506,no,1919,no,0.12
38507,no,-1,no,0.12
38508,no,169,no,0.1
38509,no,255,no,0.17
38510,no,1174,no,0.2
38511,no,46,no,0.17
38512,no,66,no,0.12
38513,no,3,no,0.14
38514,no,103,no,0.13
38515,yes,1230,no,0.39
38516,no,309,no,0.2
38517,no,226,no,0.15
38518,no,400,no,0.12
38519,yes,527,no,0.35
38520,no,771,no,0.2
38521,no,72,no,0.15
38522,no,2734,yes,0.55
38523,no,-114,no,0.15
38524,no,39,no,0.15
38525,no,1064,no,0.11
38526,no,-458,no,0.19
38527,no,241,yes,0.52
38528,yes,74,no,0.33
38529,no,-109,no,0.12
38530,no,-133,no,0.1
38531,no,390,no,0.17
38532,no,0,no,0.1
38533,no,2360,no,0.15
38534,no,129,yes,0.54
38535,no,598,no,0.11
38536,no,-407,no,0.2
38537,no,671,no,0.11
38538,no,29,no,0.17
38539,no,-34,no,0.15
38540,no,949,no,0.17
38541,no,1145,no,0.17
38542,no,84,no,0.17
38543,no,855,no,0.2
38544,no,41,yes,0.6
38545,no,3387,yes,0.58
38546,no,-162,no,0.19
38547,no,2576,no,0.1
38548,no,25,no,0.15
38549,no,362,no,0.17
38550,no,432,no,0.14
38551,no,5997,no,0.2
38552,yes,278,no,0.33
38553,yes,-594,no,0.38
38554,no,530,no,0.17
38555,no,225,no,0.16
38556,no,148,yes,0.59
38557,no,624,no,0.19
38558,no,7944,no,0.1
38559,no,70,no,0.2
38560,yes,9,no,0.32
38561,no,249,yes,0.52
38562,no,1395,no,0.13
38563,no,841,no,0.14
38564,no,2044,no,0.19
38565,no,65,no,0.14
38566,no,513,no,0.15
38567,no,-2,no,0.2
38568,no,1293,no,0.17
38569,no,5774,yes,0.5
38570,no,0,no,0.2
38571,no,-204,no,0.19
38572,yes,-97,no,0.38
38573,no,201,no,0.1
38574,no,140,no,0.17
38575,no,-1212,no,0.16
38576,yes,-184,no,0.4
38577,no,381,no,0.1
38578,no,5854,no,0.12
38579,yes,-1621,no,0.3
38580,yes,-557,no,0.36
38581,no,532,no,0.13
38582,no,90,no,0.1
38583,no,393,no,0.11
38584,no,3301,no,0.11
38585,yes,806,no,0.4
38586,no,-910,no,0.15
38587,no,1674,no,0.16
38588,no,6138,no,0.12
38589,no,656,no,0.17
38590,no,-394,no,0.2
38591,no,8,no,0.14
38592,no,-16,no,0.19
38593,no,751,no,0.11
38594,no,5,no,0.13
38595,no,315,no,0.17
38596,yes,118,no,0.37
38597,no,3412,no,0.12
38598,no,238,no,0.15
38599,no,4872,no,0.14
38600,no,3551,no,0.19
38601,no,0,no,0.11
38602,no,-99,no,0.13
38603,no,7816,no,0.12
38604,no,0,no,0.14
38605,yes,14,no,0.3
38606,no,6393,no,0.16
38607,no,435,no,0.1
38608,no,168,no,0.11
38609,no,233,no,0.2
38610,no,1267,no,0.16
38611,no,108,no,0.15
38612,no,49,no,0.12
38613,no,891,no,0.11
38614,no,1803,no,0.19
38615,no,54,no,0.13
38616,yes,-266,no,0.38
38617,no,-208,no,0.15
38618,no,3309,no,0.1
38619,no,1268,no,0.11
38620,no,355,no,0.15
38621,no,138,no,0.13
38622,no,-349,no,0.18
38623,no,1852,no,0.12
38624,yes,-1313,no,0.38
38625,no,676,no,0.17
38626,no,537,no,0.14
38627,no,-74,no,0.15
38628,no,0,yes,0.59
38629,no,-179,no,0.17
38630,no,290,no,0.12
38631,no,1780,no,0.2
38632,no,185,no,0.16
38633,no,369,no,0.11
38634,no,116,no,0.1
38635,no,337,no,0.13
38636,no,422,no,0.11
38637,no,1841,yes,0.52
38638,no,2460,no,0.13
38639,no,165,no,0.12
38640,no,2762,no,0.16
38641,no,862,no,0.14
38642,no,1423,no,0.17
38643,yes,366,no,0.3
38644,no,6248,no,0.14
38645,no,30,no,0.16
38646,no,-137,no,0.15
38647,no,244,no,0.14
38648,no,32,no,0.12
38649,yes,284,no,0.39
38650,no,178,no,0.17
38651,no,7531,no,0.16
38652,yes,72,no,0.37
38653,no,5,yes,0.52
38654,no,11971,no,0.19
38655,no,574,no,0.19
38656,no,-750,no,0.11
38657,no,-56,no,0.15
38658,yes,407,no,0.38
38659,no,187,no,0.13
38660,no,372,no,0.18
38661,no,3160,no,0.2
38662,no,302,no,0.1
38663,yes,-234,no,0.33
38664,no,269,no,0.1
38665,no,72,no,0.16
38666,no,-297,no,0.15
38667,no,9714,no,0.2
38668,no,2120,yes,0.52
38669,no,-119,no,0.16
38670,yes,220,no,0.39
38671,no,2278,no,0.19
38672,no,780,no,0.17
38673,yes,5745,no,0.36
38674,no,1378,no,0.2
38675,no,525,no,0.12
38676,no,625,no,0.12
38677,yes,1012,no,0.31
38678,yes,16874,no,0.39
38679,no,252,no,0.12
38680,no,341,no,0.11
38681,no,239,no,0.13
38682,no,952,no,0.15
38683,no,-67,no,0.13
38684,no,8,no,0.2
38685,no,531,no,0.11
38686,no,1417,no,0.18
38687,no,135,no,0.17
38688,no,-219,no,0.11
38689,no,1112,no,0.19
38690,no,297,yes,0.52
38691,no,494,no,0.1
38692,no,183,no,0.14
38693,no,11854,no,0.14
38694,no,89,yes,0.52
38695,yes,358,no,0.3
38696,no,1945,no,0.14
38697,no,13460,yes,0.58
38698,no,177,no,0.16
38699,no,-529,no,0.2
38700,no,686,no,0.11
38701,no,11752,no,0.15
38702,no,-104,no,0.2
38703,no,1518,no,0.11
38704,no,1273,no,0.17
38705,no,320,no,0.1
38706,no,3684,no,0.18
38707,no,223,no,0.17
38708,yes,492,no,0.38
38709,no,3672,no,0.13
38710,no,46,no,0.12
38711,no,437,no,0.12
38712,no,827,yes,0.52
38713,no,474,no,0.19
38714,no,327,no,0.11
38715,no,190,no,0.17
38716,no,3123,no,0.18
38717,no,4869,no,0.2
38718,no,930,no,0.16
38719,no,-336,no,0.14
38720,no,-258,no,0.17
38721,no,-63,no,0.14
38722,no,329,no,0.16
38723,yes,-378,no,0.38
38724,no,577,no,0.17
38725,yes,205,yes,0.74
38726,no,-10,no,0.11
38727,no,1949,no,0.16
38728,no,6542,yes,0.53
38729,no,1010,no,0.16
38730,yes,157,no,0.38
38731,yes,1690,no,0.32
38732,no,217,yes,0.6
38733,no,5792,no,0.17
38734,yes,2016,no,0.4
38735,no,701,no,0.15
38736,no,-4057,no,0.1
38737,no,1428,no,0.15
38738,no,0,no,0.17
38739,no,91,no,0.14
38740,no,1777,no,0.14
38741,yes,6503,no,0.33
38742,yes,525,no,0.39
38743,no,2323,no,0.2
38744,no,4335,no,0.11
38745,no,3743,yes,0.58
38746,no,-21,no,0.16
38747,no,-303,no,0.19
38748,no,614,no,0.2
38749,no,159,no,0.18
38750,yes,1521,no,0.35
38751,no,250,no,0.11
38752,no,117,yes,0.6
38753,no,171,no,0.13
38754,no,6,no,0.12
38755,no,-141,no,0.13
38756,no,32,no,0.1
38757,no,91,no,0.18
38758,no,0,no,0.17
38759,no,-493,yes,0.5
38760,yes,-79,no,0.34
38761,no,3029,no,0.11
38762,no,3181,no,0.13
38763,no,142,no,0.2
38764,yes,-2,no,0.33
38765,no,465,yes,0.6
38766,no,13,no,0.14
38767,no,788,no,0.14
38768,no,254,no,0.12
38769,no,62,yes,0.5
38770,no,95,no,0.12
38771,yes,23,no,0.32
38772,no,504,no,0.12
38773,no,4522,no,0.16
38774,no,22,no,0.12
38775,no,1589,no,0.19
38776,yes,244,no,0.34
38777,no,0,no,0.19
38778,no,481,no,0.1
38779,no,93,no,0.1
38780,no,-703,no,0.19
38781,no,490,no,0.19
38782,no,141,no,0.1
38783,no,4382,no,0.11
38784,no,-28,no,0.12
38785,no,36,no,0.17
38786,yes,0,no,0.31
38787,no,333,no,0.11
38788,no,523,no,0.11
38789,no,2281,no,0.14
38790,no,2486,no,0.17
38791,no,1022,no,0.12
38792,no,750,no,0.16
38793,no,-314,no,0.19
38794,no,428,no,0.15
38795,no,9,no,0.11
38796,no,127,no,0.13
38797,no,1559,no,0.17
38798,no,512,no,0.19
38799,yes,1977,no,0.32
38800,no,-283,no,0.13
38801,no,2533,no,0.15
38802,no,305,no,0.13
38803,no,0,no,0.16
38804,no,54,no,0.16
38805,no,185,no,0.12
38806,no,151,no,0.16
38807,no,1128,no,0.16
38808,no,1944,no,0.15
38809,no,11,no,0.2
38810,no,31,no,0.11
38811,no,5089,no,0.1
38812,no,39,no,0.13
38813,no,1447,no,0.13
38814,no,2040,yes,0.53
38815,no,191,no,0.18
38816,no,-230,no,0.14
38817,no,39,no,0.14
38818,yes,143,no,0.37
38819,no,507,no,0.17
38820,yes,2129,no,0.33
38821,no,-1329,no,0.19
38822,yes,483,no,0.4
38823,no,769,no,0.17
38824,no,215,no,0.12
38825,no,-95,no,0.17
38826,no,0,no,0.1
38827,yes,1844,no,0.31
38828,no,145,no,0.14
38829,no,404,no,0.17
38830,no,331,no,0.12
38831,no,263,no,0.1
38832,yes,-229,no,0.37
38833,no,349,no,0.16
38834,no,-232,no,0.2
38835,yes,3267,no,0.33
38836,no,464,no,0.18
38837,no,-449,no,0.17
38838,no,1636,no,0.2
38839,no,477,no,0.2
38840,no,433,no,0.18
38841,no,81,no,0.16
38842,no,3347,no,0.18
38843,yes,7,no,0.34
38844,no,344,yes,0.51
38845,no,3868,no,0.17
38846,no,33,no,0.13
38847,no,347,no,0.14
38848,no,545,no,0.17
38849,no,10773,no,0.18
38850,no,2667,no,0.14
38851,no,714,no,0.19
38852,no,384,no,0.11
38853,no,-92,no,0.18
38854,no,-75,no,0.12
38855,no,230,yes,0.6
38856,no,-33,no,0.18
38857,no,-348,no,0.15
38858,no,3519,no,0.16
38859,no,1312,no,0.2
38860,no,845,no,0.1
38861,no,1450,no,0.1
38862,no,6281,no,0.12
38863,no,54,no,0.19
38864,no,-52,no,0.16
38865,no,1163,no,0.18
38866,yes,543,no,0.37
38867,no,4903,no,0.13
38868,no,2959,no,0.18
38869,no,1277,yes,0.57
38870,no,748,no,0.13
38871,no,964,no,0.14
38872,no,120,no,0.17
38873,no,4996,no,0.13
38874,no,2490,no,0.2
38875,no,1219,no,0.12
38876,no,-130,no,0.1
38877,no,336,no,0.14
38878,no,1654,no,0.17
38879,no,-579,no,0.13
38880,no,95,no,0.18
38881,no,251,no,0.18
38882,no,471,no,0.1
38883,no,4575,no,0.12
38884,yes,788,no,0.4
38885,no,62,no,0.12
38886,no,396,no,0.12
38887,no,2717,no,0.15
38888,no,258,no,0.19
38889,no,104,yes,0.59
38890,no,776,no,0.15
38891,no,55,no,0.17
38892,no,2502,no,0.17
38893,no,1029,no,0.18
38894,no,1749,no,0.18
38895,no,5757,no,0.14
38896,no,5768,no,0.11
38897,no,1162,no,0.15
38898,yes,-480,no,0.36
38899,no,2557,no,0.18
38900,no,534,no,0.11
38901,no,961,no,0.13
38902,no,250,no,0.11
38903,no,1434,no,0.16
38904,no,4210,no,0.12
38905,no,285,no,0.18
38906,no,248,no,0.19
38907,no,218,no,0.14
38908,no,588,no,0.2
38909,no,1075,no,0.2
38910,yes,343,no,0.35
38911,yes,30,no,0.31
38912,no,706,yes,0.54
38913,no,429,no,0.18
38914,no,764,no,0.16
38915,no,224,no,0.17
38916,no,565,no,0.19
38917,no,16563,no,0.19
38918,no,-320,no,0.12
38919,no,-100,no,0.2
38920,no,5,no,0.11
38921,yes,174,yes,0.78
38922,no,360,yes,0.5
38923,no,305,no,0.19
38924,yes,135,no,0.37
38925,no,687,no,0.17
38926,no,239,yes,0.54
38927,no,2290,yes,0.54
38928,no,-770,yes,0.54
38929,no,1967,no,0.14
38930,no,378,no,0.12
38931,no,1211,no,0.16
38932,no,120,no,0.12
38933,no,148,no,0.11
38934,no,414,yes,0.54
38935,yes,255,no,0.37
38936,no,96,no,0.19
38937,no,876,no,0.14
38938,no,249,no,0.14
38939,no,3950,no,0.19
38940,no,-129,no,0.18
38941,no,1042,no,0.17
38942,no,401,no,0.13
38943,no,1496,no,0.17
38944,no,301,no,0.16
38945,no,160,no,0.2
38946,no,330,no,0.15
38947,no,80,no,0.14
38948,no,179,no,0.2
38949,no,403,yes,0.55
38950,no,211,no,0.17
38951,yes,1856,no,0.4
38952,no,438,no,0.14
38953,no,2979,no,0.11
38954,yes,495,no,0.36
38955,yes,513,yes,0.8
38956,no,493,no,0.18
38957,no,631,no,0.16
38958,no,-36,no,0.14
38959,no,290,no,0.1
38960,no,7290,yes,0.54
38961,no,247,no,0.16
38962,no,402,no,0.15
38963,no,123,no,0.17
38964,no,162,no,0.18
38965,no,-211,no,0.15
38966,no,-294,no,0.12
38967,no,363,no,0.15
38968,no,279,yes,0.55
38969,no,4430,no,0.12
38970,no,827,no,0.15
38971,no,229,no,0.18
38972,no,2164,no,0.16
38973,no,121,no,0.16
38974,yes,-489,no,0.39
38975,no,5909,yes,0.59
38976,no,1092,no,0.16
38977,no,1815,no,0.18
38978,no,200,no,0.1
38979,no,1659,no,0.13
38980,yes,8,no,0.39
38981,no,7103,no,0.15
38982,no,266,no,0.2
38983,no,105,no,0.11
38984,no,4211,no,0.14
38985,no,-38,no,0.17
38986,no,3410,no,0.16
38987,yes,0,no,0.35
38988,yes,85,no,0.3
38989,no,1374,no,0.19
38990,no,460,no,0.16
38991,no,-376,no,0.2
38992,no,22171,no,0.11
38993,no,57,no,0.16
38994,no,-195,yes,0.5
38995,no,-480,no,0.2
38996,no,-76,no,0.16
38997,no,373,no,0.16
38998,no,882,no,0.16
38999,no,48,no,0.2
39000,no,47,no,0.2
39001,no,2761,no,0.19
39002,yes,-146,no,0.32
39003,yes,1702,no,0.37
39004,no,47,no,0.16
39005,no,1859,no,0.2
39006,no,55,no,0.17
39007,no,8047,no,0.11
39008,no,278,no,0.12
39009,no,3917,yes,0.57
39010,no,243,yes,0.58
39011,no,872,no,0.11
39012,no,330,no,0.1
39013,no,933,no,0.19
39014,no,201,no,0.1
39015,no,1922,no,0.1
39016,no,-287,no,0.19
39017,yes,352,yes,0.79
39018,no,-667,no,0.12
39019,no,97,no,0.19
39020,no,1165,no,0.12
39021,no,168,no,0.13
39022,no,1430,no,0.18
39023,no,356,no,0.1
39024,no,438,no,0.17
39025,yes,-242,yes,0.77
39026,no,-203,no,0.18
39027,no,1256,no,0.14
39028,no,656,no,0.17
39029,no,90,no,0.11
39030,no,2353,no,0.13
39031,no,49,no,0.14
39032,yes,1170,no,0.38
39033,no,-194,no,0.2
39034,no,2294,no,0.2
39035,no,43,no,0.17
39036,no,-383,no,0.17
39037,yes,268,no,0.36
39038,no,2802,no,0.18
39039,no,615,yes,0.56
39040,no,3,no,0.17
39041,no,1480,no,0.16
39042,no,518,no,0.1
39043,no,117,no,0.15
39044,no,1129,no,0.2
39045,no,-138,no,0.17
39046,no,391,no,0.16
39047,no,91,no,0.1
39048,no,-38,no,0.18
39049,no,15,no,0.19
39050,no,0,yes,0.5
39051,no,92,no,0.17
39052,no,53,no,0.12
39053,no,-4,no,0.16
39054,no,217,yes,0.59
39055,no,797,no,0.11
39056,no,-142,no,0.2
39057,no,144,no,0.19
39058,no,3950,no,0.12
39059,no,327,no,0.17
39060,no,839,yes,0.55
39061,no,138,no,0.12
39062,no,922,no,0.17
39063,yes,35,no,0.35
39064,no,1670,no,0.2
39065,no,10,no,0.11
39066,yes,219,no,0.39
39067,no,697,no,0.1
39068,yes,1354,no,0.32
39069,no,463,no,0.19
39070,no,2369,no,0.14
39071,no,-90,no,0.11
39072,no,37,no,0.1
39073,no,428,no,0.12
39074,no,163,no,0.18
39075,no,180,no,0.15
39076,no,2269,no,0.12
39077,yes,261,no,0.3
39078,no,726,no,0.2
39079,no,1015,yes,0.52
39080,no,3540,no,0.13
39081,no,135,no,0.17
39082,no,-162,no,0.16
39083,no,1080,no,0.16
39084,no,963,no,0.13
39085,no,-135,no,0.13
39086,no,409,yes,0.52
39087,no,817,no,0.11
39088,no,275,no,0.16
39089,no,315,no,0.17
39090,no,409,no,0.2
39091,no,468,no,0.2
39092,no,381,no,0.11
39093,no,1119,yes,0.52
39094,no,3505,no,0.1
39095,no,40,no,0.16
39096,no,12198,yes,0.58
39097,no,-234,no,0.18
39098,no,6013,yes,0.5
39099,no,476,yes,0.56
39100,no,1501,no,0.2
39101,no,791,no,0.1
39102,no,-218,no,0.13
39103,yes,1043,no,0.34
39104,no,235,yes,0.56
39105,yes,694,no,0.38
39106,no,170,yes,0.6
39107,yes,-357,yes,0.71
39108,no,-287,no,0.12
39109,yes,382,no,0.38
39110,no,21,no,0.1
39111,no,273,no,0.14
39112,no,1074,no,0.19
39113,no,0,no,0.2
39114,no,165,no,0.1
39115,no,2764,no,0.18
39116,no,-5,no,0.18
39117,no,536,no,0.13
39118,no,471,no,0.18
39119,no,385,no,0.17
39120,yes,595,no,0.34
39121,no,-386,no,0.1
39122,no,2145,yes,0.51
39123,no,154,no,0.15
39124,no,919,no,0.1
39125,no,2293,no,0.16
39126,yes,3302,no,0.33
39127,no,1068,no,0.15
39128,no,319,no,0.16
39129,no,4254,no,0.18
39130,no,1077,no,0.19
39131,no,777,no,0.16
39132,no,392,no,0.19
39133,no,-371,no,0.1
39134,no,161,no,0.2
39135,yes,-301,no,0.32
39136,yes,-454,yes,0.72
39137,no,-93,no,0.12
39138,no,116,no,0.1
39139,yes,-73,no,0.3
39140,no,577,no,0.12
39141,yes,429,no,0.38
39142,no,598,no,0.18
39143,no,574,no,0.12
39144,no,306,no,0.2
39145,no,1158,no,0.17
39146,no,1387,no,0.2
39147,no,2058,no,0.14
39148,no,-35,no,0.12
39149,yes,1157,no,0.37
39150,no,-39,no,0.1
39151,no,1609,no,0.2
39152,no,145,no,0.15
39153,no,33,no,0.2
39154,no,-887,yes,0.53
39155,no,184,no,0.13
39156,no,220,no,0.19
39157,no,59,no,0.11
39158,no,267,no,0.11
39159,no,264,no,0.11
39160,yes,528,no,0.3
39161,no,266,no,0.12
39162,no,258,no,0.12
39163,no,966,no,0.16
39164,no,164,no,0.15
39165,no,2225,no,0.11
39166,no,240,no,0.16
39167,no,1560,no,0.14
39168,no,1072,no,0.1
39169,no,2678,no,0.1
39170,yes,10133,no,0.31
39171,no,234,no,0.15
39172,no,306,yes,0.6
39173,no,1336,no,0.11
39174,no,3068,no,0.16
39175,yes,-1730,no,0.31
39176,yes,451,no,0.38
39177,no,17,no,0.18
39178,no,3,no,0.16
39179,no,2368,no,0.11
39180,no,2528,no,0.2
39181,no,2017,no,0.13
39182,no,23,no,0.18
39183,no,139,no,0.11
39184,no,106,no,0.13
39185,yes,-295,no,0.31
39186,no,2752,no,0.12
39187,no,2637,no,0.1
39188,no,778,no,0.18
39189,no,865,no,0.1
39190,no,179,no,0.12
39191,no,-63,no,0.14
39192,no,-292,no,0.2
39193,no,668,no,0.12
39194,no,1034,no,0.19
39195,no,2692,no,0.14
39196,yes,292,yes,0.74
39197,yes,-371,no,0.35
39198,yes,1299,no,0.3
39199,no,320,no,0.15
39200,no,1041,no,0.19
39201,no,224,no,0.18
39202,no,259,no,0.17
39203,no,1687,no,0.11
39204,no,95,no,0.14
39205,no,191,no,0.2
39206,no,4723,no,0.2
39207,no,219,no,0.16
39208,no,48,no,0.1
39209,no,-578,yes,0.6
39210,no,148,no,0.16
39211,no,3063,no,0.11
39212,yes,139,yes,0.73
39213,no,103,no,0.15
39214,no,2684,yes,0.52
39215,no,127,no,0.18
39216,no,-241,no,0.15
39217,no,18,no,0.17
39218,no,1279,no,0.12
39219,no,101,no,0.1
39220,no,318,no,0.16
39221,no,16,no,0.15
39222,no,355,no,0.15
39223,no,2530,no,0.15
39224,no,1657,no,0.1
39225,no,-32,no,0.1
39226,no,1814,no,0.16
39227,no,-83,no,0.13
39228,no,519,no,0.15
39229,no,110,no,0.17
39230,no,181,no,0.16
39231,no,55,no,0.12
39232,no,219,no,0.2
39233,yes,97,no,0.38
39234,no,1958,no,0.17
39235,no,393,no,0.15
39236,no,47,no,0.17
39237,no,9336,no,0.16
39238,no,294,no,0.2
39239,no,-350,no,0.12
39240,no,512,no,0.15
39241,no,815,no,0.15
39242,no,487,no,0.15
39243,no,1304,yes,0.51
39244,no,5643,no,0.2
39245,no,-16,no,0.11
39246,yes,2394,no,0.31
39247,no,8950,no,0.14
39248,yes,14,no,0.4
39249,no,177,no,0.16
39250,no,1808,no,0.19
39251,no,-1,yes,0.54
39252,no,174,no,0.2
39253,no,246,no,0.1
39254,no,559,no,0.15
39255,no,90,no,0.13
39256,no,5306,no,0.17
39257,no,1267,no,0.18
39258,no,129,no,0.15
39259,no,876,no,0.17
39260,no,-75,no,0.11
39261,no,49,no,0.16
39262,no,57,no,0.12
39263,no,596,no,0.16
39264,no,76,no,0.14
39265,no,1310,no,0.15
39266,no,84,no,0.16
39267,no,1387,yes,0.5
39268,no,463,no,0.11
39269,no,172,no,0.11
39270,no,118,no,0.1
39271,no,-156,no,0.11
39272,no,136,no,0.11
39273,yes,78,no,0.39
39274,no,341,no,0.14
39275,no,-73,no,0.2
39276,no,25,no,0.2
39277,yes,-132,no,0.4
39278,no,583,no,0.18
39279,no,38,no,0.17
39280,no,18,no,0.12
39281,no,6,no,0.12
39282,no,286,no,0.12
39283,yes,636,no,0.32
39284,no,-398,no,0.16
39285,no,97,no,0.1
39286,no,258,no,0.17
39287,no,176,no,0.13
39288,no,817,no,0.18
39289,no,843,no,0.15
39290,yes,5,no,0.4
39291,no,0,no,0.16
39292,no,-119,no,0.13
39293,no,-98,no,0.12
39294,no,-422,no,0.19
39295,no,580,no,0.13
39296,no,-258,no,0.18
39297,yes,664,no,0.32
39298,yes,576,no,0.3
39299,no,500,no,0.16
39300,no,342,no,0.2
39301,yes,503,no,0.33
39302,no,426,no,0.19
39303,no,155,no,0.11
39304,no,69,no,0.19
39305,no,902,no,0.12
39306,yes,880,no,0.4
39307,yes,1842,no,0.38
39308,no,183,no,0.1
39309,yes,-706,no,0.39
39310,yes,-522,yes,0.71
39311,no,592,no,0.11
39312,no,1472,no,0.13
39313,yes,668,no,0.32
39314,yes,-121,no,0.36
39315,no,-173,no,0.14
39316,no,1150,no,0.15
39317,no,5482,no,0.16
39318,no,10269,no,0.12
39319,yes,-472,no,0.4
39320,no,198,no,0.11
39321,no,483,no,0.2
39322,no,711,no,0.17
39323,no,236,no,0.18
39324,no,135,no,0.13
39325,no,176,no,0.11
39326,no,1421,no,0.14
39327,no,2955,no,0.1
39328,no,23,no,0.17
39329,no,426,no,0.15
39330,no,508,no,0.19
39331,no,116,no,0.15
39332,no,-301,no,0.1
39333,no,518,no,0.16
39334,no,-363,no,0.12
39335,no,-314,no,0.15
39336,no,2,no,0.16
39337,no,1837,no,0.15
39338,no,-196,no,0.11
39339,no,225,no,0.15
39340,no,-242,yes,0.58
39341,no,79,no,0.1
39342,no,-199,no,0.11
39343,yes,1393,no,0.37
39344,no,292,no,0.1
39345,yes,1548,no,0.4
39346,no,121,no,0.2
39347,yes,-1414,no,0.35
39348,no,1124,no,0.17
39349,no,-118,no,0.18
39350,no,722,no,0.16
39351,no,719,yes,0.59
39352,no,519,no,0.16
39353,no,707,no,0.14
39354,no,1165,no,0.2
39355,no,976,no,0.17
39356,yes,236,no,0.39
39357,no,568,no,0.11
39358,yes,0,yes,0.72
39359,no,710,no,0.19
39360,no,497,yes,0.5
39361,no,76,yes,0.56
39362,no,1113,no,0.18
39363,no,6651,no,0.19
39364,no,366,yes,0.55
39365,yes,397,yes,0.76
39366,no,2252,no,0.2
39367,no,3723,yes,0.56
39368,no,4256,no,0.13
39369,no,1625,yes,0.55
39370,no,1925,no,0.15
39371,no,106,yes,0.59
39372,no,603,no,0.18
39373,no,12607,no,0.14
39374,no,6971,no,0.2
39375,no,3197,no,0.1
39376,no,81,no,0.17
39377,no,377,no,0.1
39378,no,18,no,0.2
39379,no,8094,no,0.12
39380,no,877,no,0.17
39381,no,1188,no,0.13
39382,no,54,no,0.13
39383,no,1504,yes,0.54
39384,no,2266,no,0.12
39385,no,3274,no,0.19
39386,no,490,no,0.18
39387,no,265,yes,0.52
39388,no,1314,no,0.15
39389,no,377,no,0.16
39390,no,1543,yes,0.59
39391,no,2239,yes,0.6
39392,yes,3519,no,0.36
39393,no,0,no,0.19
39394,no,507,no,0.1
39395,no,1977,yes,0.5
39396,no,10,no,0.2
39397,no,0,no,0.12
39398,no,658,no,0.17
39399,no,5916,no,0.12
39400,no,0,yes,0.59
39401,no,720,no,0.18
39402,no,0,no,0.15
39403,no,1194,no,0.1
