,bank_arg1,bank_arg2
31902,0.4,0.22
31903,0.57,0.33
31904,0.1,0.18
31905,0.54,0.37
31906,0.17,0.13
31907,0.38,0.29
31908,0.2,0.2
31909,0.16,0.19
31910,0.16,0.1
31911,0.14,0.15
31912,0.12,0.18
31913,0.19,0.2
31914,0.56,0.38
31915,0.34,0.25
31916,0.15,0.12
31917,0.14,0.18
31918,0.12,0.18
31919,0.58,0.4
31920,0.58,0.35
31921,0.16,0.13
31922,0.16,0.18
31923,0.11,0.12
31924,0.53,0.32
31925,0.11,0.12
31926,0.1,0.11
31927,0.1,0.13
31928,0.15,0.13
31929,0.33,0.27
31930,0.19,0.16
31931,0.17,0.18
31932,0.17,0.18
31933,0.16,0.19
31934,0.53,0.32
31935,0.19,0.17
31936,0.18,0.14
31937,0.11,0.16
31938,0.15,0.15
31939,0.59,0.34
31940,0.14,0.19
31941,0.14,0.13
31942,0.16,0.15
31943,0.15,0.13
31944,0.12,0.16
31945,0.18,0.1
31946,0.1,0.15
31947,0.34,0.3
31948,0.17,0.12
31949,0.19,0.16
31950,0.2,0.12
31951,0.19,0.14
31952,0.36,0.24
31953,0.11,0.14
31954,0.11,0.1
31955,0.54,0.3
31956,0.14,0.16
31957,0.18,0.1
31958,0.36,0.24
31959,0.4,0.22
31960,0.55,0.33
31961,0.19,0.15
31962,0.79,0.45
31963,0.17,0.12
31964,0.57,0.36
31965,0.2,0.11
31966,0.12,0.15
31967,0.34,0.21
31968,0.15,0.16
31969,0.14,0.15
31970,0.16,0.2
31971,0.17,0.12
31972,0.16,0.15
31973,0.1,0.14
31974,0.3,0.3
31975,0.15,0.11
31976,0.1,0.18
31977,0.35,0.23
31978,0.13,0.13
31979,0.19,0.1
31980,0.11,0.19
31981,0.16,0.2
31982,0.1,0.17
31983,0.12,0.15
31984,0.2,0.11
31985,0.56,0.35
31986,0.2,0.19
31987,0.76,0.41
31988,0.59,0.36
31989,0.13,0.13
31990,0.19,0.18
31991,0.15,0.19
31992,0.1,0.16
31993,0.1,0.11
31994,0.11,0.16
31995,0.11,0.12
31996,0.57,0.36
31997,0.15,0.15
31998,0.1,0.16
31999,0.18,0.14
32000,0.59,0.37
32001,0.2,0.18
32002,0.11,0.13
32003,0.13,0.11
32004,0.13,0.13
32005,0.5,0.35
32006,0.15,0.16
32007,0.13,0.19
32008,0.15,0.17
32009,0.11,0.18
32010,0.19,0.16
32011,0.1,0.15
32012,0.19,0.16
32013,0.2,0.1
32014,0.1,0.12
32015,0.19,0.18
32016,0.2,0.11
32017,0.14,0.14
32018,0.19,0.18
32019,0.14,0.19
32020,0.15,0.2
32021,0.15,0.19
32022,0.2,0.14
32023,0.53,0.39
32024,0.19,0.14
32025,0.19,0.16
32026,0.1,0.13
32027,0.53,0.33
32028,0.54,0.32
32029,0.1,0.14
32030,0.1,0.13
32031,0.15,0.2
32032,0.17,0.17
32033,0.13,0.15
32034,0.12,0.18
32035,0.5,0.3
32036,0.2,0.15
32037,0.55,0.38
32038,0.5,0.32
32039,0.7,0.46
32040,0.16,0.2
32041,0.2,0.17
32042,0.17,0.15
32043,0.12,0.15
32044,0.18,0.16
32045,0.19,0.18
32046,0.57,0.38
32047,0.11,0.12
32048,0.14,0.18
32049,0.18,0.12
32050,0.54,0.3
32051,0.54,0.3
32052,0.13,0.1
32053,0.2,0.16
32054,0.18,0.13
32055,0.54,0.35
32056,0.16,0.19
32057,0.12,0.11
32058,0.58,0.35
32059,0.59,0.34
32060,0.59,0.38
32061,0.16,0.12
32062,0.2,0.12
32063,0.18,0.1
32064,0.15,0.15
32065,0.57,0.31
32066,0.11,0.17
32067,0.12,0.16
32068,0.51,0.39
32069,0.6,0.39
32070,0.16,0.16
32071,0.15,0.11
32072,0.59,0.31
32073,0.3,0.27
32074,0.14,0.1
32075,0.13,0.12
32076,0.55,0.37
32077,0.13,0.11
32078,0.11,0.18
32079,0.17,0.2
32080,0.52,0.36
32081,0.18,0.19
32082,0.17,0.11
32083,0.39,0.28
32084,0.11,0.17
32085,0.1,0.11
32086,0.17,0.17
32087,0.32,0.27
32088,0.55,0.34
32089,0.56,0.35
32090,0.11,0.12
32091,0.19,0.14
32092,0.2,0.18
32093,0.14,0.14
32094,0.12,0.12
32095,0.2,0.17
32096,0.2,0.1
32097,0.19,0.13
32098,0.1,0.1
32099,0.51,0.32
32100,0.16,0.11
32101,0.1,0.1
32102,0.19,0.2
32103,0.17,0.18
32104,0.16,0.18
32105,0.2,0.15
32106,0.54,0.33
32107,0.2,0.15
32108,0.12,0.1
32109,0.31,0.29
32110,0.54,0.39
32111,0.56,0.3
32112,0.54,0.31
32113,0.2,0.18
32114,0.55,0.32
32115,0.4,0.26
32116,0.1,0.18
32117,0.52,0.33
32118,0.14,0.11
32119,0.16,0.19
32120,0.36,0.26
32121,0.1,0.15
32122,0.16,0.16
32123,0.19,0.19
32124,0.11,0.16
32125,0.37,0.2
32126,0.14,0.14
32127,0.15,0.18
32128,0.2,0.17
32129,0.11,0.13
32130,0.37,0.23
32131,0.37,0.25
32132,0.17,0.2
32133,0.18,0.15
32134,0.37,0.24
32135,0.14,0.14
32136,0.15,0.12
32137,0.33,0.23
32138,0.2,0.16
32139,0.15,0.19
32140,0.3,0.29
32141,0.52,0.3
32142,0.2,0.2
32143,0.19,0.11
32144,0.57,0.37
32145,0.14,0.18
32146,0.51,0.39
32147,0.14,0.11
32148,0.53,0.39
32149,0.13,0.11
32150,0.19,0.19
32151,0.15,0.13
32152,0.52,0.39
32153,0.11,0.13
32154,0.17,0.16
32155,0.57,0.32
32156,0.13,0.12
32157,0.4,0.2
32158,0.16,0.1
32159,0.11,0.16
32160,0.6,0.39
32161,0.54,0.33
32162,0.13,0.13
32163,0.38,0.29
32164,0.16,0.13
32165,0.17,0.17
32166,0.17,0.13
32167,0.57,0.34
32168,0.16,0.19
32169,0.1,0.11
32170,0.16,0.18
32171,0.12,0.19
32172,0.16,0.19
32173,0.19,0.19
32174,0.19,0.15
32175,0.12,0.12
32176,0.18,0.15
32177,0.12,0.1
32178,0.17,0.13
32179,0.56,0.35
32180,0.17,0.15
32181,0.12,0.16
32182,0.2,0.17
32183,0.14,0.14
32184,0.18,0.12
32185,0.11,0.15
32186,0.13,0.12
32187,0.14,0.12
32188,0.13,0.16
32189,0.11,0.15
32190,0.12,0.14
32191,0.12,0.15
32192,0.6,0.36
32193,0.15,0.2
32194,0.51,0.3
32195,0.51,0.3
32196,0.5,0.33
32197,0.13,0.14
32198,0.16,0.18
32199,0.52,0.36
32200,0.58,0.4
32201,0.14,0.19
32202,0.56,0.3
32203,0.11,0.1
32204,0.13,0.16
32205,0.1,0.17
32206,0.15,0.14
32207,0.2,0.17
32208,0.16,0.12
32209,0.1,0.17
32210,0.18,0.12
32211,0.18,0.13
32212,0.11,0.11
32213,0.16,0.18
32214,0.14,0.2
32215,0.36,0.27
32216,0.17,0.15
32217,0.14,0.19
32218,0.14,0.11
32219,0.11,0.1
32220,0.11,0.15
32221,0.1,0.1
32222,0.2,0.2
32223,0.17,0.14
32224,0.13,0.19
32225,0.15,0.16
32226,0.12,0.2
32227,0.14,0.2
32228,0.16,0.14
32229,0.1,0.19
32230,0.3,0.23
32231,0.2,0.1
32232,0.17,0.19
32233,0.17,0.12
32234,0.12,0.15
32235,0.2,0.11
32236,0.19,0.14
32237,0.14,0.1
32238,0.4,0.21
32239,0.17,0.11
32240,0.18,0.14
32241,0.12,0.14
32242,0.35,0.3
32243,0.13,0.13
32244,0.14,0.17
32245,0.35,0.26
32246,0.54,0.35
32247,0.14,0.15
32248,0.36,0.24
32249,0.35,0.26
32250,0.14,0.15
32251,0.12,0.15
32252,0.15,0.11
32253,0.12,0.17
32254,0.18,0.2
32255,0.13,0.15
32256,0.14,0.1
32257,0.14,0.1
32258,0.16,0.16
32259,0.15,0.16
32260,0.17,0.15
32261,0.17,0.15
32262,0.12,0.14
32263,0.38,0.25
32264,0.18,0.2
32265,0.54,0.31
32266,0.2,0.19
32267,0.18,0.1
32268,0.17,0.14
32269,0.18,0.2
32270,0.14,0.2
32271,0.17,0.1
32272,0.12,0.18
32273,0.53,0.36
32274,0.16,0.11
32275,0.1,0.19
32276,0.54,0.32
32277,0.16,0.1
32278,0.19,0.12
32279,0.11,0.15
32280,0.2,0.14
32281,0.54,0.32
32282,0.12,0.11
32283,0.16,0.18
32284,0.11,0.15
32285,0.14,0.1
32286,0.13,0.11
32287,0.13,0.1
32288,0.78,0.4
32289,0.13,0.19
32290,0.18,0.15
32291,0.11,0.1
32292,0.13,0.14
32293,0.15,0.13
32294,0.19,0.16
32295,0.36,0.22
32296,0.5,0.34
32297,0.13,0.18
32298,0.12,0.13
32299,0.14,0.1
32300,0.17,0.2
32301,0.17,0.13
32302,0.33,0.26
32303,0.32,0.21
32304,0.18,0.15
32305,0.5,0.36
32306,0.14,0.2
32307,0.14,0.14
32308,0.32,0.24
32309,0.58,0.32
32310,0.17,0.16
32311,0.18,0.14
32312,0.53,0.39
32313,0.17,0.13
32314,0.12,0.12
32315,0.1,0.12
32316,0.37,0.24
32317,0.2,0.12
32318,0.1,0.13
32319,0.13,0.15
32320,0.15,0.19
32321,0.11,0.18
32322,0.33,0.25
32323,0.1,0.19
32324,0.75,0.4
32325,0.17,0.2
32326,0.17,0.14
32327,0.13,0.15
32328,0.17,0.14
32329,0.2,0.2
32330,0.13,0.17
32331,0.16,0.15
32332,0.19,0.2
32333,0.15,0.2
32334,0.17,0.14
32335,0.14,0.1
32336,0.12,0.2
32337,0.18,0.17
32338,0.58,0.34
32339,0.15,0.13
32340,0.2,0.19
32341,0.31,0.25
32342,0.11,0.17
32343,0.2,0.13
32344,0.2,0.14
32345,0.18,0.19
32346,0.1,0.14
32347,0.37,0.28
32348,0.16,0.14
32349,0.52,0.34
32350,0.1,0.11
32351,0.1,0.14
32352,0.17,0.15
32353,0.1,0.17
32354,0.39,0.24
32355,0.19,0.14
32356,0.11,0.15
32357,0.53,0.34
32358,0.13,0.15
32359,0.17,0.1
32360,0.4,0.2
32361,0.32,0.27
32362,0.17,0.2
32363,0.18,0.12
32364,0.55,0.39
32365,0.2,0.13
32366,0.12,0.16
32367,0.11,0.11
32368,0.18,0.14
32369,0.17,0.2
32370,0.11,0.14
32371,0.17,0.2
32372,0.11,0.13
32373,0.18,0.15
32374,0.15,0.2
32375,0.1,0.2
32376,0.12,0.16
32377,0.13,0.17
32378,0.16,0.16
32379,0.19,0.13
32380,0.15,0.13
32381,0.2,0.12
32382,0.19,0.11
32383,0.19,0.19
32384,0.12,0.14
32385,0.12,0.11
32386,0.16,0.17
32387,0.32,0.28
32388,0.54,0.38
32389,0.1,0.2
32390,0.2,0.11
32391,0.6,0.39
32392,0.15,0.16
32393,0.35,0.3
32394,0.17,0.1
32395,0.3,0.28
32396,0.14,0.16
32397,0.12,0.14
32398,0.18,0.12
32399,0.31,0.26
32400,0.11,0.13
32401,0.14,0.17
32402,0.1,0.1
32403,0.17,0.14
32404,0.16,0.1
32405,0.16,0.14
32406,0.35,0.22
32407,0.19,0.15
32408,0.18,0.1
32409,0.13,0.18
32410,0.12,0.14
32411,0.13,0.19
32412,0.19,0.11
32413,0.14,0.19
32414,0.11,0.14
32415,0.1,0.15
32416,0.14,0.17
32417,0.2,0.17
32418,0.16,0.19
32419,0.18,0.2
32420,0.1,0.16
32421,0.38,0.3
32422,0.11,0.1
32423,0.16,0.1
32424,0.74,0.49
32425,0.19,0.18
32426,0.14,0.1
32427,0.38,0.3
32428,0.16,0.13
32429,0.14,0.15
32430,0.11,0.19
32431,0.16,0.1
32432,0.13,0.17
32433,0.59,0.33
32434,0.1,0.12
32435,0.16,0.15
32436,0.2,0.17
32437,0.2,0.13
32438,0.18,0.17
32439,0.14,0.17
32440,0.1,0.1
32441,0.13,0.18
32442,0.32,0.21
32443,0.15,0.17
32444,0.1,0.19
32445,0.11,0.13
32446,0.15,0.15
32447,0.18,0.16
32448,0.31,0.22
32449,0.35,0.3
32450,0.11,0.19
32451,0.15,0.15
32452,0.14,0.15
32453,0.17,0.15
32454,0.16,0.14
32455,0.19,0.2
32456,0.37,0.22
32457,0.14,0.16
32458,0.14,0.12
32459,0.31,0.3
32460,0.19,0.14
32461,0.15,0.12
32462,0.56,0.4
32463,0.54,0.33
32464,0.31,0.25
32465,0.18,0.15
32466,0.16,0.2
32467,0.16,0.11
32468,0.19,0.2
32469,0.17,0.13
32470,0.15,0.15
32471,0.55,0.3
32472,0.1,0.13
32473,0.18,0.18
32474,0.17,0.11
32475,0.17,0.12
32476,0.2,0.15
32477,0.16,0.13
32478,0.14,0.1
32479,0.12,0.15
32480,0.11,0.2
32481,0.11,0.17
32482,0.12,0.11
32483,0.32,0.22
32484,0.18,0.15
32485,0.12,0.14
32486,0.2,0.17
32487,0.11,0.13
32488,0.14,0.19
32489,0.3,0.27
32490,0.12,0.15
32491,0.3,0.26
32492,0.37,0.28
32493,0.1,0.19
32494,0.19,0.14
32495,0.12,0.12
32496,0.14,0.15
32497,0.15,0.11
32498,0.1,0.14
32499,0.4,0.22
32500,0.17,0.16
32501,0.1,0.13
32502,0.19,0.14
32503,0.13,0.13
32504,0.13,0.1
32505,0.51,0.33
32506,0.11,0.1
32507,0.17,0.16
32508,0.38,0.21
32509,0.1,0.15
32510,0.2,0.19
32511,0.18,0.2
32512,0.35,0.22
32513,0.19,0.11
32514,0.1,0.15
32515,0.13,0.18
32516,0.14,0.13
32517,0.3,0.22
32518,0.17,0.14
32519,0.15,0.17
32520,0.12,0.17
32521,0.13,0.2
32522,0.1,0.14
32523,0.1,0.13
32524,0.18,0.18
32525,0.19,0.1
32526,0.35,0.3
32527,0.1,0.14
32528,0.14,0.15
32529,0.18,0.12
32530,0.18,0.18
32531,0.38,0.3
32532,0.12,0.15
32533,0.15,0.19
32534,0.19,0.16
32535,0.14,0.18
32536,0.12,0.1
32537,0.11,0.15
32538,0.1,0.18
32539,0.16,0.11
32540,0.37,0.2
32541,0.16,0.18
32542,0.2,0.16
32543,0.2,0.18
32544,0.12,0.12
32545,0.14,0.12
32546,0.19,0.1
32547,0.2,0.2
32548,0.18,0.13
32549,0.17,0.19
32550,0.13,0.15
32551,0.14,0.16
32552,0.11,0.13
32553,0.57,0.36
32554,0.17,0.11
32555,0.11,0.19
32556,0.11,0.1
32557,0.72,0.44
32558,0.1,0.16
32559,0.11,0.13
32560,0.1,0.15
32561,0.34,0.24
32562,0.13,0.19
32563,0.15,0.13
32564,0.16,0.19
32565,0.17,0.15
32566,0.13,0.14
32567,0.52,0.33
32568,0.32,0.29
32569,0.17,0.18
32570,0.18,0.1
32571,0.16,0.1
32572,0.17,0.18
32573,0.33,0.23
32574,0.1,0.14
32575,0.1,0.16
32576,0.17,0.11
32577,0.12,0.14
32578,0.19,0.1
32579,0.32,0.2
32580,0.16,0.15
32581,0.19,0.1
32582,0.4,0.25
32583,0.1,0.13
32584,0.32,0.25
32585,0.57,0.35
32586,0.18,0.18
32587,0.12,0.11
32588,0.19,0.13
32589,0.56,0.31
32590,0.19,0.1
32591,0.16,0.14
32592,0.12,0.14
32593,0.38,0.2
32594,0.19,0.16
32595,0.16,0.17
32596,0.17,0.2
32597,0.11,0.15
32598,0.33,0.3
32599,0.39,0.28
32600,0.16,0.15
32601,0.15,0.16
32602,0.15,0.19
32603,0.6,0.35
32604,0.14,0.17
32605,0.12,0.16
32606,0.14,0.12
32607,0.16,0.13
32608,0.18,0.12
32609,0.19,0.18
32610,0.16,0.11
32611,0.12,0.19
32612,0.11,0.17
32613,0.11,0.19
32614,0.12,0.18
32615,0.18,0.16
32616,0.31,0.29
32617,0.13,0.13
32618,0.12,0.2
32619,0.13,0.18
32620,0.15,0.16
32621,0.13,0.18
32622,0.17,0.16
32623,0.11,0.13
32624,0.2,0.14
32625,0.14,0.15
32626,0.14,0.1
32627,0.19,0.15
32628,0.14,0.13
32629,0.15,0.13
32630,0.17,0.1
32631,0.16,0.2
32632,0.18,0.12
32633,0.19,0.2
32634,0.2,0.17
32635,0.16,0.13
32636,0.14,0.2
32637,0.4,0.29
32638,0.2,0.18
32639,0.2,0.12
32640,0.17,0.16
32641,0.2,0.19
32642,0.11,0.16
32643,0.13,0.2
32644,0.13,0.19
32645,0.39,0.21
32646,0.11,0.18
32647,0.15,0.2
32648,0.3,0.2
32649,0.1,0.11
32650,0.2,0.16
32651,0.13,0.14
32652,0.2,0.2
32653,0.31,0.23
32654,0.6,0.35
32655,0.14,0.15
32656,0.2,0.12
32657,0.34,0.22
32658,0.11,0.17
32659,0.15,0.13
32660,0.18,0.18
32661,0.12,0.12
32662,0.75,0.43
32663,0.4,0.29
32664,0.14,0.14
32665,0.15,0.2
32666,0.31,0.26
32667,0.35,0.28
32668,0.2,0.1
32669,0.37,0.27
32670,0.17,0.14
32671,0.11,0.12
32672,0.39,0.26
32673,0.13,0.11
32674,0.1,0.11
32675,0.15,0.2
32676,0.12,0.11
32677,0.18,0.16
32678,0.13,0.19
32679,0.54,0.32
32680,0.16,0.1
32681,0.14,0.12
32682,0.16,0.1
32683,0.15,0.17
32684,0.34,0.27
32685,0.13,0.18
32686,0.37,0.26
32687,0.5,0.38
32688,0.31,0.24
32689,0.15,0.1
32690,0.19,0.16
32691,0.1,0.16
32692,0.19,0.17
32693,0.17,0.16
32694,0.3,0.28
32695,0.14,0.16
32696,0.19,0.17
32697,0.13,0.2
32698,0.52,0.34
32699,0.16,0.11
32700,0.39,0.22
32701,0.17,0.12
32702,0.14,0.12
32703,0.17,0.12
32704,0.38,0.22
32705,0.3,0.28
32706,0.38,0.29
32707,0.18,0.11
32708,0.2,0.14
32709,0.18,0.19
32710,0.14,0.12
32711,0.12,0.18
32712,0.11,0.2
32713,0.7,0.47
32714,0.1,0.2
32715,0.39,0.28
32716,0.1,0.18
32717,0.33,0.3
32718,0.18,0.15
32719,0.4,0.23
32720,0.19,0.15
32721,0.12,0.19
32722,0.19,0.13
32723,0.2,0.16
32724,0.16,0.16
32725,0.33,0.29
32726,0.11,0.1
32727,0.5,0.34
32728,0.56,0.38
32729,0.17,0.11
32730,0.31,0.27
32731,0.12,0.1
32732,0.1,0.15
32733,0.19,0.2
32734,0.56,0.35
32735,0.3,0.28
32736,0.54,0.3
32737,0.2,0.11
32738,0.14,0.12
32739,0.17,0.17
32740,0.1,0.13
32741,0.18,0.15
32742,0.15,0.2
32743,0.11,0.13
32744,0.12,0.1
32745,0.13,0.13
32746,0.13,0.11
32747,0.1,0.15
32748,0.1,0.1
32749,0.19,0.11
32750,0.32,0.26
32751,0.19,0.15
32752,0.11,0.12
32753,0.15,0.16
32754,0.2,0.11
32755,0.12,0.17
32756,0.12,0.15
32757,0.13,0.2
32758,0.17,0.1
32759,0.5,0.31
32760,0.18,0.17
32761,0.16,0.15
32762,0.4,0.2
32763,0.12,0.12
32764,0.16,0.2
32765,0.18,0.16
32766,0.1,0.19
32767,0.31,0.22
32768,0.17,0.2
32769,0.19,0.14
32770,0.6,0.34
32771,0.11,0.1
32772,0.11,0.11
32773,0.19,0.13
32774,0.16,0.19
32775,0.17,0.13
32776,0.17,0.14
32777,0.12,0.14
32778,0.17,0.1
32779,0.13,0.13
32780,0.2,0.11
32781,0.19,0.11
32782,0.16,0.18
32783,0.18,0.11
32784,0.1,0.19
32785,0.16,0.11
32786,0.1,0.17
32787,0.17,0.12
32788,0.31,0.23
32789,0.4,0.23
32790,0.2,0.18
32791,0.14,0.1
32792,0.16,0.13
32793,0.15,0.18
32794,0.19,0.16
32795,0.14,0.19
32796,0.15,0.19
32797,0.18,0.19
32798,0.16,0.18
32799,0.2,0.19
32800,0.14,0.2
32801,0.16,0.17
32802,0.53,0.39
32803,0.15,0.18
32804,0.17,0.18
32805,0.11,0.2
32806,0.17,0.11
32807,0.14,0.12
32808,0.18,0.15
32809,0.39,0.27
32810,0.12,0.13
32811,0.19,0.19
32812,0.15,0.12
32813,0.16,0.18
32814,0.12,0.14
32815,0.38,0.21
32816,0.15,0.14
32817,0.59,0.3
32818,0.14,0.16
32819,0.1,0.11
32820,0.11,0.15
32821,0.2,0.1
32822,0.18,0.11
32823,0.19,0.12
32824,0.74,0.48
32825,0.14,0.14
32826,0.18,0.19
32827,0.16,0.12
32828,0.14,0.12
32829,0.14,0.14
32830,0.19,0.15
32831,0.18,0.16
32832,0.16,0.18
32833,0.17,0.1
32834,0.4,0.26
32835,0.12,0.19
32836,0.16,0.1
32837,0.2,0.15
32838,0.19,0.13
32839,0.36,0.21
32840,0.14,0.12
32841,0.18,0.2
32842,0.36,0.29
32843,0.2,0.19
32844,0.16,0.16
32845,0.14,0.13
32846,0.1,0.16
32847,0.2,0.17
32848,0.1,0.13
32849,0.18,0.11
32850,0.16,0.16
32851,0.16,0.17
32852,0.12,0.12
32853,0.18,0.13
32854,0.13,0.15
32855,0.12,0.15
32856,0.13,0.13
32857,0.34,0.2
32858,0.2,0.11
32859,0.11,0.2
32860,0.2,0.13
32861,0.17,0.17
32862,0.37,0.26
32863,0.1,0.12
32864,0.17,0.11
32865,0.6,0.37
32866,0.51,0.38
32867,0.16,0.2
32868,0.56,0.36
32869,0.16,0.15
32870,0.18,0.12
32871,0.13,0.14
32872,0.14,0.17
32873,0.15,0.12
32874,0.15,0.13
32875,0.36,0.25
32876,0.19,0.19
32877,0.6,0.38
32878,0.11,0.11
32879,0.15,0.11
32880,0.14,0.14
32881,0.13,0.18
32882,0.17,0.1
32883,0.18,0.15
32884,0.34,0.27
32885,0.11,0.2
32886,0.16,0.12
32887,0.53,0.37
32888,0.11,0.17
32889,0.16,0.17
32890,0.4,0.23
32891,0.12,0.17
32892,0.6,0.31
32893,0.12,0.19
32894,0.4,0.21
32895,0.15,0.11
32896,0.39,0.26
32897,0.19,0.12
32898,0.18,0.2
32899,0.1,0.14
32900,0.37,0.25
32901,0.13,0.12
32902,0.12,0.17
32903,0.13,0.19
32904,0.12,0.15
32905,0.17,0.16
32906,0.2,0.19
32907,0.16,0.15
32908,0.1,0.2
32909,0.15,0.2
32910,0.16,0.17
32911,0.13,0.1
32912,0.2,0.18
32913,0.16,0.13
32914,0.31,0.28
32915,0.1,0.14
32916,0.37,0.22
32917,0.17,0.1
32918,0.18,0.17
32919,0.16,0.17
32920,0.19,0.14
32921,0.17,0.12
32922,0.53,0.35
32923,0.18,0.16
32924,0.18,0.17
32925,0.18,0.2
32926,0.31,0.25
32927,0.1,0.15
32928,0.15,0.19
32929,0.18,0.2
32930,0.36,0.24
32931,0.13,0.2
32932,0.12,0.12
32933,0.2,0.2
32934,0.38,0.2
32935,0.33,0.24
32936,0.12,0.15
32937,0.12,0.17
32938,0.11,0.2
32939,0.12,0.11
32940,0.12,0.2
32941,0.18,0.17
32942,0.17,0.14
32943,0.12,0.13
32944,0.2,0.13
32945,0.1,0.14
32946,0.55,0.38
32947,0.12,0.1
32948,0.19,0.1
32949,0.17,0.2
32950,0.1,0.13
32951,0.13,0.2
32952,0.6,0.4
32953,0.1,0.1
32954,0.1,0.14
32955,0.14,0.18
32956,0.32,0.24
32957,0.39,0.28
32958,0.18,0.11
32959,0.52,0.31
32960,0.31,0.25
32961,0.12,0.18
32962,0.14,0.12
32963,0.19,0.12
32964,0.37,0.26
32965,0.19,0.18
32966,0.37,0.26
32967,0.12,0.19
32968,0.36,0.29
32969,0.14,0.17
32970,0.17,0.12
32971,0.35,0.27
32972,0.14,0.12
32973,0.11,0.14
32974,0.16,0.16
32975,0.13,0.18
32976,0.11,0.14
32977,0.2,0.17
32978,0.4,0.23
32979,0.14,0.11
32980,0.12,0.11
32981,0.33,0.28
32982,0.14,0.14
32983,0.32,0.24
32984,0.19,0.13
32985,0.14,0.1
32986,0.1,0.12
32987,0.12,0.17
32988,0.14,0.11
32989,0.13,0.12
32990,0.39,0.23
32991,0.4,0.27
32992,0.15,0.14
32993,0.15,0.11
32994,0.18,0.17
32995,0.2,0.1
32996,0.15,0.1
32997,0.1,0.13
32998,0.13,0.13
32999,0.15,0.16
33000,0.16,0.19
33001,0.14,0.11
33002,0.2,0.11
33003,0.13,0.17
33004,0.18,0.12
33005,0.19,0.17
33006,0.18,0.17
33007,0.13,0.13
33008,0.35,0.22
33009,0.14,0.12
33010,0.18,0.2
33011,0.2,0.1
33012,0.16,0.17
33013,0.18,0.12
33014,0.16,0.2
33015,0.35,0.2
33016,0.33,0.2
33017,0.51,0.31
33018,0.13,0.1
33019,0.16,0.15
33020,0.52,0.35
33021,0.2,0.19
33022,0.14,0.16
33023,0.12,0.16
33024,0.59,0.4
33025,0.11,0.19
33026,0.16,0.11
33027,0.36,0.25
33028,0.13,0.14
33029,0.15,0.18
33030,0.19,0.13
33031,0.13,0.11
33032,0.1,0.12
33033,0.15,0.1
33034,0.13,0.15
33035,0.18,0.14
33036,0.14,0.2
33037,0.17,0.14
33038,0.16,0.16
33039,0.37,0.26
33040,0.1,0.11
33041,0.15,0.17
33042,0.14,0.16
33043,0.73,0.47
33044,0.3,0.22
33045,0.5,0.33
33046,0.19,0.14
33047,0.18,0.11
33048,0.17,0.15
33049,0.1,0.11
33050,0.19,0.13
33051,0.13,0.19
33052,0.16,0.16
33053,0.2,0.1
33054,0.11,0.2
33055,0.19,0.16
33056,0.11,0.19
33057,0.13,0.15
33058,0.1,0.19
33059,0.14,0.18
33060,0.1,0.12
33061,0.14,0.1
33062,0.13,0.15
33063,0.13,0.15
33064,0.13,0.14
33065,0.38,0.3
33066,0.19,0.18
33067,0.15,0.1
33068,0.17,0.14
33069,0.31,0.28
33070,0.56,0.32
33071,0.1,0.16
33072,0.13,0.16
33073,0.11,0.14
33074,0.14,0.13
33075,0.2,0.1
33076,0.16,0.19
33077,0.19,0.19
33078,0.15,0.15
33079,0.13,0.1
33080,0.6,0.4
33081,0.19,0.14
33082,0.12,0.12
33083,0.15,0.14
33084,0.32,0.23
33085,0.13,0.15
33086,0.55,0.35
33087,0.58,0.37
33088,0.17,0.15
33089,0.14,0.11
33090,0.14,0.15
33091,0.18,0.17
33092,0.16,0.19
33093,0.19,0.17
33094,0.17,0.15
33095,0.12,0.16
33096,0.33,0.2
33097,0.13,0.19
33098,0.34,0.22
33099,0.18,0.14
33100,0.52,0.39
33101,0.12,0.13
33102,0.11,0.18
33103,0.18,0.18
33104,0.2,0.11
33105,0.36,0.2
33106,0.3,0.3
33107,0.2,0.18
33108,0.11,0.15
33109,0.14,0.18
33110,0.56,0.37
33111,0.19,0.12
33112,0.2,0.15
33113,0.11,0.2
33114,0.13,0.17
33115,0.58,0.34
33116,0.14,0.11
33117,0.37,0.24
33118,0.18,0.19
33119,0.3,0.27
33120,0.18,0.12
33121,0.17,0.15
33122,0.16,0.15
33123,0.35,0.29
33124,0.1,0.18
33125,0.11,0.13
33126,0.2,0.18
33127,0.3,0.27
33128,0.15,0.16
33129,0.16,0.12
33130,0.13,0.11
33131,0.11,0.1
33132,0.11,0.11
33133,0.19,0.1
33134,0.56,0.31
33135,0.1,0.13
33136,0.6,0.32
33137,0.15,0.17
33138,0.12,0.14
33139,0.16,0.13
33140,0.17,0.11
33141,0.13,0.14
33142,0.16,0.2
33143,0.3,0.22
33144,0.38,0.2
33145,0.13,0.11
33146,0.14,0.15
33147,0.14,0.12
33148,0.18,0.16
33149,0.13,0.18
33150,0.13,0.18
33151,0.16,0.19
33152,0.51,0.31
33153,0.12,0.2
33154,0.2,0.1
33155,0.16,0.2
33156,0.2,0.2
33157,0.2,0.1
33158,0.3,0.21
33159,0.18,0.1
33160,0.11,0.1
33161,0.12,0.17
33162,0.11,0.1
33163,0.31,0.29
33164,0.32,0.28
33165,0.19,0.15
33166,0.2,0.15
33167,0.14,0.17
33168,0.2,0.14
33169,0.19,0.1
33170,0.19,0.13
33171,0.2,0.19
33172,0.18,0.18
